Protein.ID;Gene;WJ_c_1002 MaxLFQ Intensity;WJ_c_1062 MaxLFQ Intensity;WJ_c_11 MaxLFQ Intensity;WJ_c_203 MaxLFQ Intensity;WJ_d_1002 MaxLFQ Intensity;WJ_d_1062 MaxLFQ Intensity;WJ_d_11 MaxLFQ Intensity;WJ_d_203 MaxLFQ Intensity
T106B_HUMAN;TMEM106B;76925.63;56595.832;62599.83;76618.61;112784.5;104635.05;119291.77;104273.414
LMBD1_HUMAN;LMBRD1;0.0;0.0;0.0;0.0;0.0;0.0;38085.875;31218.684
BL1S4_HUMAN;BLOC1S4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LIN7C_HUMAN;LIN7C;0.0;0.0;108567.7;0.0;0.0;0.0;0.0;0.0
SPS2L_HUMAN;SPATS2L;51974.152;45428.332;41343.62;57962.844;42531.977;0.0;0.0;27430.941
UFSP2_HUMAN;UFSP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ABCF3_HUMAN;ABCF3;0.0;30567.361;41484.953;0.0;69239.086;0.0;0.0;56651.09
CYRIB_HUMAN;CYRIB;46743.027;0.0;58674.395;0.0;49603.066;67250.06;0.0;0.0
MITOS_HUMAN;ABCB8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DD19A_HUMAN;DDX19A;79771.63;60645.094;56863.766;69160.57;63450.715;57295.06;62287.875;63368.414
SPTC3_HUMAN;SPTLC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBC23_HUMAN;TBC1D23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IMP3_HUMAN;IMP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NUD15_HUMAN;NUDT15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EXOC1_HUMAN;EXOC1;0.0;27755.15;0.0;25975.896;24718.535;23188.797;0.0;25527.318
INT9_HUMAN;INTS9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NFIP2_HUMAN;NDFIP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SEP11_HUMAN;SEPTIN11;376343.38;336020.38;381249.62;374715.5;430447.88;353219.94;311514.62;334174.62
S38A7_HUMAN;SLC38A7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PARVA_HUMAN;PARVA;290178.0;295484.75;241146.39;226103.33;223586.84;183581.72;202824.75;182858.62
PANK4_HUMAN;PANK4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBC13_HUMAN;TBC1D13;36902.76;48460.02;47067.523;29865.705;0.0;33997.562;0.0;0.0
EXD2_HUMAN;EXD2;0.0;0.0;0.0;0.0;31064.797;0.0;0.0;0.0
DJC11_HUMAN;DNAJC11;31252.008;0.0;25717.727;0.0;38966.72;41033.117;34356.984;21294.389
INT7_HUMAN;INTS7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMLH_HUMAN;TMLHE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATD3A_HUMAN;ATAD3A;74077.53;82169.43;84332.0;92844.92;78524.664;88274.85;71305.12;104069.586
ARL8B_HUMAN;ARL8B;85694.14;85974.82;96899.24;104397.55;105726.04;108105.41;116133.63;139369.72
EVA1B_HUMAN;EVA1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DJC17_HUMAN;DNAJC17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DDX18_HUMAN;DDX18;0.0;0.0;0.0;26206.064;33846.816;0.0;0.0;26954.203
FAIM1_HUMAN;FAIM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RT18A_HUMAN;MRPS18A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PNPO_HUMAN;PNPO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARMC1_HUMAN;ARMC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NLE1_HUMAN;NLE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANO10_HUMAN;ANO10;81434.55;0.0;33451.195;43600.344;57627.613;60622.773;49684.18;53184.93
BSDC1_HUMAN;BSDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARGL1_HUMAN;ARGLU1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IFT57_HUMAN;IFT57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SLTM_HUMAN;SLTM;82313.56;78832.89;95542.234;108273.09;80113.7;0.0;63429.59;0.0
CUED1_HUMAN;CUEDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FKB14_HUMAN;FKBP14;42321.637;46313.805;47930.457;50848.867;36626.184;58926.324;73214.36;46265.46
MCUB_HUMAN;MCUB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIHD1_HUMAN;PIH1D1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RMND1_HUMAN;RMND1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PK1IP_HUMAN;PAK1IP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HIF1N_HUMAN;HIF1AN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OXSM_HUMAN;OXSM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GID8_HUMAN;GID8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RM22_HUMAN;MRPL22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CZIB_HUMAN;CZIB;0.0;0.0;0.0;0.0;44488.8;44230.375;0.0;36756.562
BABA1_HUMAN;BABAM1;0.0;0.0;0.0;27212.754;0.0;0.0;0.0;0.0
CLN6_HUMAN;CLN6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASB6_HUMAN;ASB6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HPF1_HUMAN;HPF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IRAK4_HUMAN;IRAK4;0.0;0.0;32430.861;0.0;39329.355;0.0;0.0;0.0
COMD8_HUMAN;COMMD8;0.0;37057.535;36094.902;31061.252;29292.812;0.0;0.0;23964.184
NHP2_HUMAN;NHP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OCAD1_HUMAN;OCIAD1;53070.504;50692.934;66558.14;56620.65;50496.336;0.0;53611.38;43876.55
ADPRS_HUMAN;ADPRS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MARH5_HUMAN;MARCHF5;28869.47;25356.348;32032.746;0.0;23852.129;21324.936;0.0;0.0
HYPK_HUMAN;HYPK;38544.895;32613.547;38072.84;46219.414;37547.89;45971.188;38277.312;27762.332
LYAR_HUMAN;LYAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IMPA3_HUMAN;BPNT2;31073.44;41084.918;28708.166;37702.312;31801.15;29435.418;0.0;33782.28
MIC19_HUMAN;CHCHD3;51953.363;65848.85;58077.887;63609.66;59068.21;81635.19;84633.97;71524.33
MED29_HUMAN;MED29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CKLF6_HUMAN;CMTM6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SIR5_HUMAN;SIRT5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIO_HUMAN;MIOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TEX10_HUMAN;TEX10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZDHC7_HUMAN;ZDHHC7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THUM1_HUMAN;THUMPD1;0.0;0.0;0.0;0.0;15069.661;0.0;0.0;0.0
P4HTM_HUMAN;P4HTM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TOR4A_HUMAN;TOR4A;0.0;0.0;0.0;38092.54;20809.973;0.0;0.0;39086.39
TRM1_HUMAN;TRMT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGPI_HUMAN;PGPEP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDAP2_HUMAN;GDAP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BABA2_HUMAN;BABAM2;41271.418;0.0;0.0;0.0;30876.824;29003.086;31979.896;20438.135
QPCTL_HUMAN;QPCTL;0.0;0.0;0.0;20492.709;19238.07;26991.125;0.0;61444.438
KCTD5_HUMAN;KCTD5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CARF_HUMAN;CDKN2AIP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DJB12_HUMAN;DNAJB12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GAR1_HUMAN;GAR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DPP3_HUMAN;DPP3;88843.75;84316.0;85681.125;79925.99;88650.39;98544.89;82600.836;88463.266
TE2IP_HUMAN;TERF2IP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA53C_HUMAN;FAM53C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BCLF1_HUMAN;BCLAF1;29866.89;29065.78;27324.11;21175.648;22528.4;0.0;29375.584;17557.727
PSD3_HUMAN;PSD3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COA4_HUMAN;COA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RM39_HUMAN;MRPL39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
M3K20_HUMAN;MAP3K20;0.0;17399.521;0.0;16506.922;0.0;0.0;0.0;0.0
FKB11_HUMAN;FKBP11;64572.652;80224.32;81690.15;31796.926;54030.56;49364.93;67335.97;43650.016
TMOD3_HUMAN;TMOD3;105281.875;138644.39;112202.09;76620.07;73816.2;99700.78;129462.52;54922.54
ELOV5_HUMAN;ELOVL5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KBRS2_HUMAN;NKIRAS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KBRS1_HUMAN;NKIRAS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UGGG2_HUMAN;UGGT2;0.0;0.0;0.0;0.0;36197.164;0.0;0.0;25299.674
UGGG1_HUMAN;UGGT1;208245.25;140739.8;145511.75;189111.11;192083.33;182997.12;175114.38;189070.75
CDK12_HUMAN;CDK12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TV23B_HUMAN;TVP23B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TECR_HUMAN;TECR;58298.785;49084.277;49041.797;69372.68;75066.7;68870.22;84134.31;86998.734
ERAP1_HUMAN;ERAP1;0.0;24187.451;0.0;29119.129;23124.758;23994.967;23523.33;28772.832
UBAP1_HUMAN;UBAP1;24554.055;0.0;0.0;0.0;0.0;0.0;27905.805;0.0
ARP10_HUMAN;ACTR10;54902.957;0.0;35176.23;38680.473;40629.37;36332.242;30190.008;39317.215
USE1_HUMAN;USE1;0.0;0.0;0.0;0.0;18078.312;0.0;0.0;0.0
CISD1_HUMAN;CISD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FMN2_HUMAN;FMN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
F120A_HUMAN;FAM120A;34667.035;33592.805;30507.533;39530.062;35923.863;32925.773;39089.758;47055.434
MOCS1_HUMAN;MOCS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDE1_HUMAN;GDE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLTP_HUMAN;GLTP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPG21_HUMAN;SPG21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RM35_HUMAN;MRPL35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBIP1_HUMAN;UBP1;67511.42;0.0;98542.42;0.0;72161.02;0.0;0.0;0.0
IF2B1_HUMAN;IGF2BP1;90551.92;81342.26;80740.03;77589.72;87748.26;82708.484;89229.46;67010.73
SACS_HUMAN;SACS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MTCH1_HUMAN;MTCH1;35261.92;31911.467;0.0;0.0;0.0;33329.367;33234.477;36406.926
NUDT4_HUMAN;NUDT4;34992.875;0.0;24100.246;25638.418;37342.72;26665.93;0.0;27507.025
HPBP1_HUMAN;HSPBP1;29999.988;30763.346;32666.9;21271.0;19012.965;0.0;23383.531;0.0
MAT2B_HUMAN;MAT2B;108907.93;129615.42;105390.555;95543.234;122644.625;96305.04;120284.48;126806.63
MYOF_HUMAN;MYOF;355877.4;318428.66;349171.28;363204.6;245056.16;308345.75;354879.34;341820.1
EHD3_HUMAN;EHD3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EHD2_HUMAN;EHD2;189038.52;122933.0;122596.24;129730.63;172937.83;113908.42;93178.59;150826.67
ARHGC_HUMAN;ARHGEF12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CNOT2_HUMAN;CNOT2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPN90_HUMAN;NCKIPSD;0.0;0.0;0.0;0.0;25343.105;0.0;0.0;0.0
TMOD2_HUMAN;TMOD2;0.0;0.0;0.0;0.0;0.0;29712.012;0.0;0.0
CALL5_HUMAN;CALML5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OGFR_HUMAN;OGFR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMCD1_HUMAN;LMCD1;59116.37;0.0;47141.867;174448.31;307286.7;149590.38;235217.06;184410.62
CRIM1_HUMAN;CRIM1;31837.154;32613.627;35516.895;35445.78;0.0;31807.455;0.0;0.0
PALS2_HUMAN;PALS2;0.0;202174.95;0.0;0.0;60950.95;37361.184;0.0;0.0
CHMP5_HUMAN;CHMP5;66693.32;72515.74;80346.15;54729.535;53894.613;55372.74;56167.96;58647.094
COMD9_HUMAN;COMMD9;57662.996;51640.25;0.0;63260.633;59989.035;55266.14;52073.46;47377.08
RM15_HUMAN;MRPL15;33080.363;36799.395;28158.984;34779.945;27019.164;29278.625;30146.0;34691.23
THYN1_HUMAN;THYN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUF4_HUMAN;NDUFAF4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HACD3_HUMAN;HACD3;57740.508;41289.63;51030.836;44412.586;64895.848;67500.09;78625.45;50954.85
EMC3_HUMAN;EMC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUAD_HUMAN;NDUFA13;167313.38;141402.08;138841.55;143932.0;197573.27;120044.36;164045.81;97905.625
PDP1_HUMAN;PDP1;0.0;0.0;0.0;0.0;0.0;26358.883;0.0;0.0
KCMF1_HUMAN;KCMF1;55952.516;0.0;46798.395;36769.426;29176.912;31762.232;21067.5;47071.09
RAI14_HUMAN;RAI14;56806.902;44490.64;53608.566;46020.953;47677.855;57301.67;61773.03;55939.695
VAPA_HUMAN;VAPA;151871.84;141665.05;158440.7;150411.73;158470.33;176927.02;179309.12;171162.08
H2AW_HUMAN;MACROH2A2;0.0;0.0;0.0;0.0;0.0;26915.84;0.0;0.0
RM27_HUMAN;MRPL27;0.0;30882.326;0.0;27643.23;21111.24;0.0;0.0;20318.947
GSKIP_HUMAN;GSKIP;0.0;0.0;0.0;0.0;15270.301;0.0;0.0;36143.1
TM14C_HUMAN;TMEM14C;30888.865;0.0;12701.849;34115.652;44721.562;48521.855;56415.746;93485.51
TOM7_HUMAN;TOMM7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SH3B4_HUMAN;SH3BP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SEP10_HUMAN;SEPTIN10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NTRI_HUMAN;NTM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ABRAL_HUMAN;ABRACL;0.0;64625.43;33900.516;58326.465;42254.324;55132.75;54827.543;54394.035
MDFIC_HUMAN;MDFIC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CACO1_HUMAN;CALCOCO1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VPS18_HUMAN;VPS18;0.0;24699.562;0.0;31593.732;30642.258;21687.574;0.0;37919.277
RCC2_HUMAN;RCC2;45293.77;32583.123;36931.496;31377.334;26810.334;25237.652;0.0;0.0
DIP2B_HUMAN;DIP2B;0.0;0.0;0.0;0.0;18373.822;0.0;0.0;0.0
JCAD_HUMAN;JCAD;0.0;0.0;0.0;26226.07;35055.44;0.0;0.0;28481.01
SLAI2_HUMAN;SLAIN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BCCIP_HUMAN;BCCIP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STK26_HUMAN;STK26;0.0;55206.152;49204.414;42724.664;0.0;0.0;0.0;0.0
ARMX1_HUMAN;ARMCX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C5AR2_HUMAN;C5AR2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COPZ2_HUMAN;COPZ2;50279.426;43548.91;52298.88;53544.418;66435.19;43002.99;49772.375;44079.684
FPRP_HUMAN;PTGFRN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CT2NL_HUMAN;CTTNBP2NL;0.0;0.0;21502.545;0.0;19159.008;0.0;0.0;0.0
TM181_HUMAN;TMEM181;0.0;0.0;0.0;30820.348;23713.389;27867.506;0.0;0.0
HTR5B_HUMAN;HEATR5B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZNFX1_HUMAN;ZNFX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PCD10_HUMAN;PCDH10;66456.21;38124.71;58351.492;0.0;68586.055;78635.125;56568.09;46660.586
RRBP1_HUMAN;RRBP1;263803.12;248567.84;253029.53;277762.06;273289.16;244527.52;165926.48;223041.98
AKIB1_HUMAN;ANKIB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CPSF2_HUMAN;CPSF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYLC_HUMAN;LARS1;105542.67;92838.984;90121.86;85155.79;109805.195;93777.74;65706.914;88473.24
MYEF2_HUMAN;MYEF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E2AK4_HUMAN;EIF2AK4;0.0;0.0;54040.227;0.0;23035.705;0.0;0.0;0.0
HECW2_HUMAN;HECW2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANFY1_HUMAN;ANKFY1;58234.78;70422.17;0.0;52874.637;65434.883;66044.58;61023.062;77229.555
SUCB1_HUMAN;SUCLA2;0.0;37627.492;0.0;36483.973;0.0;0.0;0.0;23882.172
GMPR2_HUMAN;GMPR2;51346.902;52153.145;48894.758;46271.547;41042.734;54768.68;28637.414;35498.523
STX18_HUMAN;STX18;17364.098;0.0;0.0;22358.93;26376.53;0.0;0.0;16035.556
DPM3_HUMAN;DPM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IMPCT_HUMAN;IMPACT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATX10_HUMAN;ATXN10;54119.887;36903.484;38044.773;40423.44;47666.066;21906.896;22606.658;35040.3
NCDN_HUMAN;NCDN;0.0;42153.508;29985.463;0.0;27332.428;0.0;0.0;31296.377
EP15R_HUMAN;EPS15L1;0.0;0.0;0.0;34688.816;38997.176;0.0;0.0;0.0
SAE1_HUMAN;SAE1;58037.12;57843.918;43437.63;56432.375;60290.324;45893.39;39105.863;50573.785
COPG2_HUMAN;COPG2;36513.727;51857.348;54754.8;51156.11;45754.992;42768.066;27642.844;52624.777
RBX2_HUMAN;RNF7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MRC2_HUMAN;MRC2;145255.94;124855.39;114438.33;154242.27;170335.02;107645.25;123565.805;156180.62
COMD3_HUMAN;COMMD3;47758.633;47956.406;0.0;28285.936;38060.844;36859.09;0.0;25151.61
GBG12_HUMAN;GNG12;67112.97;64539.098;73740.82;56860.137;55084.098;87130.5;60566.004;62418.586
MTRR_HUMAN;MTRR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CPNE7_HUMAN;CPNE7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHCR7_HUMAN;DHCR7;197715.36;155843.72;151748.45;227962.61;190108.11;238881.42;142634.17;131147.61
TR10D_HUMAN;TNFRSF10D;0.0;0.0;29360.674;0.0;0.0;48797.617;24269.08;0.0
HDAC6_HUMAN;HDAC6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPAST_HUMAN;SPAST;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRMB_HUMAN;METTL1;12906.506;0.0;0.0;0.0;10363.584;0.0;0.0;0.0
VPS29_HUMAN;VPS29;58596.56;49151.965;54032.16;67431.97;61085.51;60097.88;47463.906;67590.62
EIF3K_HUMAN;EIF3K;42172.215;61165.594;64746.867;49373.383;42122.35;0.0;0.0;50301.97
GRHPR_HUMAN;GRHPR;66903.68;76935.4;70536.43;76868.61;77477.07;103715.07;61041.066;96496.38
CATZ_HUMAN;CTSZ;34387.207;35665.77;29311.41;0.0;0.0;28286.996;38133.016;25550.395
DJB11_HUMAN;DNAJB11;67486.6;61031.72;63553.85;62089.57;53416.75;92938.164;108393.69;65384.86
RNF14_HUMAN;RNF14;0.0;20347.646;0.0;21575.115;22477.623;0.0;0.0;24942.734
SAE2_HUMAN;UBA2;50901.227;57864.793;41750.223;43793.355;34490.074;33470.59;34593.707;43561.26
NXF1_HUMAN;NXF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SE1L1_HUMAN;SEL1L;37699.72;0.0;0.0;29513.357;23577.377;0.0;34536.586;0.0
B4GT7_HUMAN;B4GALT7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEF1_HUMAN;PEF1;47730.035;47230.195;51021.67;44119.324;60954.31;53153.883;58446.844;54371.562
CSN7A_HUMAN;COPS7A;42653.477;61255.105;52234.64;58268.94;50609.688;53042.7;29988.52;64345.945
FBLN5_HUMAN;FBLN5;20888.234;0.0;0.0;0.0;0.0;253737.6;0.0;45216.492
CLN8_HUMAN;CLN8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117887.99
HSPB7_HUMAN;HSPB7;0.0;0.0;38403.215;0.0;0.0;0.0;0.0;0.0
AASS_HUMAN;AASS;0.0;0.0;0.0;23901.902;31936.705;35262.344;36398.418;55515.293
CLIP2_HUMAN;CLIP2;0.0;24909.877;0.0;23559.002;0.0;0.0;0.0;0.0
QCR9_HUMAN;UQCR10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZO2_HUMAN;TJP2;0.0;55142.945;32102.215;23601.45;0.0;0.0;0.0;0.0
DNJB4_HUMAN;DNAJB4;39374.98;59348.742;70388.43;60802.773;56525.945;83441.484;65964.69;70889.17
CFDP1_HUMAN;CFDP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VTI1B_HUMAN;VTI1B;0.0;41464.117;46837.445;60723.24;52098.52;38530.457;0.0;48788.117
STK39_HUMAN;STK39;71572.61;50743.668;72479.42;108910.22;113832.19;102807.695;64116.594;95807.734
ADDG_HUMAN;ADD3;34064.195;31175.98;26376.205;36920.68;32832.15;51812.895;0.0;36359.008
EPHA6_HUMAN;EPHA6;53258.03;48982.676;0.0;0.0;57050.895;67801.84;0.0;0.0
CS025_HUMAN;C19orf25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NPS3A_HUMAN;NIPSNAP3A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ABCF2_HUMAN;ABCF2;31207.695;34656.008;0.0;32310.21;27232.283;0.0;0.0;24717.402
RGS17_HUMAN;RGS17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TES_HUMAN;TES;159653.4;187065.23;178028.5;122021.76;144446.47;197766.5;163233.05;133316.27
SYWM_HUMAN;WARS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SEC63_HUMAN;SEC63;53431.74;52476.605;47785.574;34017.473;50397.61;0.0;57342.613;72440.75
GTR6_HUMAN;SLC2A6;0.0;0.0;0.0;0.0;0.0;96482.91;0.0;0.0
Z3H7B_HUMAN;ZC3H7B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SUSD2_HUMAN;SUSD2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDRG3_HUMAN;NDRG3;69552.07;51557.227;51765.934;48863.68;44756.82;45349.984;0.0;45501.88
ARMX3_HUMAN;ARMCX3;0.0;21100.963;15267.245;15324.792;21304.95;0.0;16172.415;18580.129
SWP70_HUMAN;SWAP70;71115.04;90965.164;63256.594;73266.734;76799.93;96575.86;77330.01;82548.625
SUN2_HUMAN;SUN2;28727.213;22252.875;24183.418;25897.195;19708.31;0.0;0.0;0.0
LTOR3_HUMAN;LAMTOR3;112849.97;103459.71;114320.234;105268.6;143475.55;138176.28;133398.19;133589.58
NDOR1_HUMAN;NDOR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LIMA1_HUMAN;LIMA1;100197.76;160895.73;139496.4;103742.09;84711.875;92492.02;156841.0;70071.96
SRP68_HUMAN;SRP68;85998.47;76124.76;87844.13;92408.95;80903.13;79670.08;76466.914;68763.63
CHRD1_HUMAN;CHORDC1;23719.191;45957.133;39412.715;30292.496;24104.496;34928.61;35073.52;30811.31
TBK1_HUMAN;TBK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SEPT9_HUMAN;SEPTIN9;105097.46;76746.52;94998.836;117995.41;101581.21;87048.53;91080.6;110184.49
UBQL2_HUMAN;UBQLN2;0.0;46056.477;61561.895;54471.984;39583.51;39758.47;38581.06;0.0
STEA1_HUMAN;STEAP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PCYOX_HUMAN;PCYOX1;74912.07;49855.51;73681.74;78333.695;123061.805;121489.07;138453.53;102089.44
LAT2_HUMAN;SLC7A8;0.0;69683.8;118811.1;0.0;61424.41;0.0;0.0;0.0
DDX20_HUMAN;DDX20;0.0;0.0;0.0;30283.54;33796.867;0.0;0.0;0.0
ATS1_HUMAN;ADAMTS1;0.0;34525.89;0.0;39949.594;51751.79;0.0;0.0;25290.14
SHPK_HUMAN;SHPK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DPP2_HUMAN;DPP7;38506.613;30133.373;0.0;29525.918;76816.195;46368.47;83201.48;54017.496
CEIP2_HUMAN;CEMIP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBP25_HUMAN;USP25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NB5R1_HUMAN;CYB5R1;28537.33;25863.463;32767.6;39986.758;40345.79;62864.727;51849.633;62264.99
S30BP_HUMAN;SAP30BP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PFD2_HUMAN;PFDN2;49418.793;72545.72;53532.4;38282.25;50609.71;45211.383;44306.85;38628.727
S12A6_HUMAN;SLC12A6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NRBP_HUMAN;NRBP1;42431.844;39485.562;46722.58;37932.3;44478.125;38870.785;37466.008;42909.19
ENOPH_HUMAN;ENOPH1;0.0;29359.68;39884.477;39631.08;35711.152;39505.16;0.0;44893.26
FEZ2_HUMAN;FEZ2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
