Protein.ID;Gene;PDLSCs_c_12 MaxLFQ Intensity;PDLSCs_c_16 MaxLFQ Intensity;PDLSCs_c_38 MaxLFQ Intensity;PDLSCs_d_12 MaxLFQ Intensity;PDLSCs_d_16 MaxLFQ Intensity;PDLSCs_d_38 MaxLFQ Intensity
EMAL4_HUMAN;EML4;96398.34;119220.85;119277.086;126584.484;113478.75;123973.61
MRM3_HUMAN;MRM3;0.0;0.0;0.0;0.0;0.0;0.0
ZBT20_HUMAN;ZBTB20;0.0;0.0;0.0;0.0;0.0;0.0
SPON1_HUMAN;SPON1;0.0;0.0;0.0;0.0;0.0;0.0
MCCB_HUMAN;MCCC2;0.0;32394.014;20470.055;49288.746;52085.473;42614.938
NCOA5_HUMAN;NCOA5;0.0;0.0;0.0;0.0;0.0;0.0
EPG5_HUMAN;EPG5;0.0;15273.232;0.0;0.0;0.0;0.0
MOV10_HUMAN;MOV10;0.0;0.0;0.0;0.0;0.0;0.0
MET14_HUMAN;METTL14;0.0;0.0;0.0;0.0;0.0;0.0
ANKH_HUMAN;ANKH;0.0;0.0;0.0;0.0;0.0;0.0
VAT1L_HUMAN;VAT1L;0.0;0.0;0.0;0.0;0.0;0.0
PCD18_HUMAN;PCDH18;0.0;0.0;0.0;0.0;0.0;0.0
PGAP6_HUMAN;PGAP6;0.0;0.0;0.0;0.0;0.0;0.0
GPN1_HUMAN;GPN1;0.0;0.0;0.0;0.0;0.0;0.0
SDF2L_HUMAN;SDF2L1;0.0;17522.047;0.0;0.0;21871.3;0.0
CD248_HUMAN;CD248;35454.6;42836.44;0.0;0.0;0.0;0.0
PREB_HUMAN;PREB;0.0;0.0;0.0;0.0;0.0;0.0
SRA1_HUMAN;SRA1;0.0;34796.164;0.0;0.0;0.0;0.0
AT131_HUMAN;ATP13A1;30252.71;33380.977;32700.662;0.0;0.0;0.0
GOPC_HUMAN;GOPC;0.0;15159.107;0.0;0.0;0.0;0.0
RM47_HUMAN;MRPL47;0.0;0.0;0.0;0.0;35230.184;0.0
CHM1A_HUMAN;CHMP1A;46231.164;44646.57;0.0;0.0;0.0;0.0
TM9S3_HUMAN;TM9SF3;81394.78;78292.24;86273.74;0.0;93841.64;88276.51
APMAP_HUMAN;APMAP;119827.68;157132.2;111292.93;151139.02;178471.8;159962.53
WDR6_HUMAN;WDR6;0.0;0.0;0.0;0.0;0.0;0.0
ABCB6_HUMAN;ABCB6;0.0;0.0;0.0;0.0;0.0;0.0
ARFG3_HUMAN;ARFGAP3;48181.027;41539.066;55731.008;0.0;0.0;33612.38
HM20A_HUMAN;HMG20A;0.0;0.0;0.0;0.0;0.0;0.0
RAB18_HUMAN;RAB18;75681.96;68672.31;85686.36;76085.09;0.0;45461.594
SSU72_HUMAN;SSU72;0.0;25906.33;28526.615;0.0;0.0;0.0
VTA1_HUMAN;VTA1;47441.633;53511.91;37744.766;57347.695;58029.414;45074.582
SYSM_HUMAN;SARS2;0.0;0.0;0.0;0.0;0.0;0.0
TNR12_HUMAN;TNFRSF12A;0.0;0.0;0.0;0.0;0.0;0.0
RT30_HUMAN;MRPS30;0.0;0.0;0.0;0.0;0.0;0.0
DLRB1_HUMAN;DYNLRB1;281101.1;187378.27;207611.06;118024.42;126740.35;161929.94
EMC7_HUMAN;EMC7;40203.02;34276.543;38740.863;0.0;0.0;0.0
ENY2_HUMAN;ENY2;24991.275;23614.953;26668.723;45601.207;31857.062;31823.51
EXOS4_HUMAN;EXOSC4;0.0;0.0;0.0;0.0;0.0;0.0
NOP10_HUMAN;NOP10;0.0;0.0;0.0;0.0;0.0;0.0
CD320_HUMAN;CD320;0.0;0.0;0.0;0.0;0.0;0.0
OSGEP_HUMAN;OSGEP;0.0;33797.844;0.0;0.0;35701.586;33867.934
INO1_HUMAN;ISYNA1;0.0;0.0;0.0;0.0;0.0;0.0
DCP1A_HUMAN;DCP1A;0.0;87873.82;0.0;0.0;0.0;0.0
ACO13_HUMAN;ACOT13;34781.9;48778.113;0.0;111380.08;76999.28;0.0
MED4_HUMAN;MED4;0.0;0.0;0.0;0.0;0.0;0.0
TIDC1_HUMAN;TIMMDC1;0.0;0.0;0.0;0.0;0.0;0.0
RIC8A_HUMAN;RIC8A;44965.29;62141.797;60348.152;40010.12;0.0;48951.055
GP108_HUMAN;GPR108;0.0;0.0;0.0;0.0;0.0;0.0
LUC7L_HUMAN;LUC7L;0.0;58345.543;0.0;0.0;0.0;0.0
TMM9B_HUMAN;TMEM9B;0.0;12716.414;0.0;0.0;0.0;0.0
LZTL1_HUMAN;LZTFL1;38492.125;23215.152;0.0;0.0;0.0;0.0
RM40_HUMAN;MRPL40;0.0;0.0;66225.61;0.0;0.0;0.0
PLCB1_HUMAN;PLCB1;0.0;0.0;0.0;0.0;0.0;0.0
TIGAR_HUMAN;TIGAR;52912.727;0.0;0.0;123079.02;107297.945;0.0
WASH6_HUMAN;WASH6P;0.0;0.0;0.0;0.0;0.0;0.0
RTN4_HUMAN;RTN4;425953.8;516824.94;534938.94;536606.0;489388.28;573584.25
CYLD_HUMAN;CYLD;0.0;0.0;0.0;0.0;0.0;0.0
HINT3_HUMAN;HINT3;0.0;0.0;0.0;0.0;23610.16;0.0
RPR1B_HUMAN;RPRD1B;48698.016;49164.035;41443.082;0.0;0.0;59954.9
XPP3_HUMAN;XPNPEP3;18877.29;0.0;25196.254;0.0;23830.43;0.0
PFD4_HUMAN;PFDN4;64425.766;44445.938;55761.418;0.0;0.0;0.0
NIT2_HUMAN;NIT2;41906.582;28505.086;33504.883;51821.977;58573.164;37799.402
AVEN_HUMAN;AVEN;0.0;0.0;0.0;0.0;0.0;0.0
NECT3_HUMAN;NECTIN3;0.0;0.0;17691.848;0.0;0.0;0.0
EXOS5_HUMAN;EXOSC5;0.0;0.0;0.0;0.0;19774.133;0.0
KI13B_HUMAN;KIF13B;0.0;0.0;0.0;0.0;0.0;137901.56
ANLN_HUMAN;ANLN;0.0;393070.44;662354.0;0.0;0.0;0.0
XPP1_HUMAN;XPNPEP1;53900.27;46490.97;69983.92;0.0;60754.73;42671.07
GEPH_HUMAN;GPHN;0.0;0.0;0.0;0.0;0.0;0.0
ITM2C_HUMAN;ITM2C;33823.875;19635.264;0.0;0.0;0.0;0.0
BIN3_HUMAN;BIN3;0.0;0.0;0.0;0.0;0.0;0.0
STAR7_HUMAN;STARD7;0.0;0.0;0.0;0.0;0.0;0.0
BIRC6_HUMAN;BIRC6;0.0;0.0;25672.059;0.0;0.0;0.0
PDLI7_HUMAN;PDLIM7;107316.76;113352.13;97368.336;127577.2;108939.125;94468.22
ACSA_HUMAN;ACSS2;21097.648;18587.959;0.0;0.0;37265.15;38851.55
DBLOH_HUMAN;DIABLO;69419.195;68762.51;0.0;120267.33;96772.766;129545.695
DDX21_HUMAN;DDX21;32318.207;75230.8;117392.69;0.0;64256.777;49371.45
SAR1A_HUMAN;SAR1A;143711.12;212062.55;193606.45;143753.6;199644.44;200808.94
SIAS_HUMAN;NANS;99483.336;136519.28;104697.5;77930.13;114486.39;127124.78
SHLB2_HUMAN;SH3GLB2;51319.938;33855.297;0.0;62657.332;49524.43;42749.547
EI2BG_HUMAN;EIF2B3;30375.69;39986.92;40754.086;46659.836;38008.625;41322.594
MBNL1_HUMAN;MBNL1;91446.66;101302.3;132603.5;105113.32;87134.44;99842.36
MXRA5_HUMAN;MXRA5;148482.0;132291.42;123747.84;0.0;0.0;0.0
S17A5_HUMAN;SLC17A5;23911.404;16552.531;0.0;0.0;34966.48;40125.848
FBX6_HUMAN;FBXO6;0.0;0.0;0.0;0.0;0.0;0.0
D39U1_HUMAN;SDR39U1;0.0;22196.06;0.0;0.0;39637.21;0.0
AAAS_HUMAN;AAAS;0.0;0.0;0.0;0.0;0.0;0.0
PAPOB_HUMAN;PAPOLB;0.0;0.0;0.0;0.0;0.0;0.0
ABCBA_HUMAN;ABCB10;0.0;0.0;0.0;0.0;0.0;0.0
STRN4_HUMAN;STRN4;0.0;31906.635;0.0;0.0;19906.006;0.0
OLFL3_HUMAN;OLFML3;0.0;0.0;0.0;0.0;0.0;0.0
ADPPT_HUMAN;AASDHPPT;20061.107;31220.799;0.0;0.0;38580.023;0.0
OSTC_HUMAN;OSTC;0.0;0.0;0.0;0.0;0.0;0.0
PLS4_HUMAN;PLSCR4;0.0;0.0;0.0;0.0;0.0;0.0
UBQL4_HUMAN;UBQLN4;66266.92;66833.92;50292.883;0.0;0.0;0.0
HEBP1_HUMAN;HEBP1;101402.48;96949.94;73331.42;74563.25;97640.61;105247.21
ABC3C_HUMAN;APOBEC3C;34554.133;0.0;30045.951;0.0;25075.38;0.0
VPS45_HUMAN;VPS45;0.0;27179.135;0.0;34807.39;30135.53;0.0
PNO1_HUMAN;PNO1;0.0;0.0;0.0;0.0;0.0;0.0
RM17_HUMAN;MRPL17;0.0;0.0;0.0;0.0;23422.525;0.0
NUA4L_HUMAN;NDUFA4L2;0.0;0.0;0.0;0.0;0.0;0.0
PHP14_HUMAN;PHPT1;440521.9;500665.6;300967.6;453760.8;527839.56;577181.0
SERC1_HUMAN;SERINC1;0.0;0.0;0.0;0.0;0.0;0.0
SOSSC_HUMAN;INIP;0.0;0.0;0.0;0.0;0.0;0.0
RHG35_HUMAN;ARHGAP35;0.0;35064.953;40257.89;41090.23;25015.748;28233.809
F1142_HUMAN;FAM114A2;44056.3;25295.281;39277.48;43003.234;33901.25;25226.281
PLS3_HUMAN;PLSCR3;43592.516;34005.25;41884.637;0.0;0.0;41291.027
PLCC_HUMAN;AGPAT3;0.0;0.0;0.0;0.0;0.0;0.0
C1GLT_HUMAN;C1GALT1;0.0;0.0;0.0;0.0;0.0;0.0
TNR19_HUMAN;TNFRSF19;0.0;0.0;0.0;0.0;0.0;0.0
TOM22_HUMAN;TOMM22;62915.56;0.0;41821.27;0.0;0.0;26343.096
CHST7_HUMAN;CHST7;0.0;0.0;0.0;0.0;0.0;0.0
LANC2_HUMAN;LANCL2;0.0;0.0;0.0;0.0;0.0;0.0
HOME3_HUMAN;HOMER3;0.0;0.0;0.0;0.0;0.0;0.0
SYFB_HUMAN;FARSB;55450.727;65693.35;71131.65;62154.957;69868.76;67697.83
SYIM_HUMAN;IARS2;60553.035;61531.38;60720.496;93753.695;92185.98;86589.57
KLC4_HUMAN;KLC4;0.0;0.0;0.0;0.0;0.0;0.0
TREX1_HUMAN;TREX1;0.0;0.0;0.0;0.0;0.0;0.0
BMP2K_HUMAN;BMP2K;0.0;0.0;0.0;0.0;0.0;0.0
STAR5_HUMAN;STARD5;0.0;0.0;0.0;0.0;0.0;0.0
ATG3_HUMAN;ATG3;53702.03;64017.418;48453.89;82628.734;65809.0;51600.703
SIR3_HUMAN;SIRT3;0.0;0.0;0.0;0.0;0.0;0.0
PDS5B_HUMAN;PDS5B;0.0;0.0;0.0;0.0;0.0;0.0
MA2C1_HUMAN;MAN2C1;0.0;0.0;0.0;0.0;0.0;0.0
SAC1_HUMAN;SACM1L;34942.125;30610.941;30699.781;35354.42;31301.832;27782.797
OLA1_HUMAN;OLA1;349766.94;424228.38;320796.62;455443.03;667148.75;486077.4
CUTC_HUMAN;CUTC;0.0;0.0;0.0;0.0;0.0;0.0
S35D1_HUMAN;SLC35D1;0.0;0.0;0.0;0.0;0.0;0.0
ECHD1_HUMAN;ECHDC1;29947.992;34182.027;31365.385;0.0;0.0;35778.707
RBM12_HUMAN;RBM12;0.0;0.0;0.0;0.0;0.0;0.0
MDN1_HUMAN;MDN1;0.0;0.0;0.0;0.0;0.0;0.0
ACS2L_HUMAN;ACSS1;0.0;0.0;0.0;0.0;0.0;0.0
PDRG1_HUMAN;PDRG1;0.0;0.0;0.0;0.0;0.0;0.0
DECR2_HUMAN;DECR2;0.0;0.0;0.0;0.0;0.0;0.0
ABHDA_HUMAN;ABHD10;37878.977;26739.023;38132.555;0.0;33475.016;29141.395
T11L1_HUMAN;TCP11L1;0.0;21009.148;0.0;0.0;0.0;0.0
STAU2_HUMAN;STAU2;0.0;0.0;0.0;0.0;0.0;0.0
SHFL_HUMAN;SHFL;0.0;0.0;0.0;0.0;15511.2705;0.0
S39A9_HUMAN;SLC39A9;0.0;0.0;0.0;0.0;0.0;0.0
T106B_HUMAN;TMEM106B;59944.89;45877.34;41950.11;0.0;0.0;0.0
LMBD1_HUMAN;LMBRD1;0.0;0.0;0.0;0.0;0.0;0.0
BL1S4_HUMAN;BLOC1S4;0.0;0.0;0.0;0.0;0.0;0.0
LIN7C_HUMAN;LIN7C;0.0;101534.16;0.0;0.0;135103.92;0.0
SPS2L_HUMAN;SPATS2L;79218.81;96649.49;93553.53;62901.617;0.0;40573.68
UFSP2_HUMAN;UFSP2;0.0;0.0;0.0;0.0;0.0;0.0
ABCF3_HUMAN;ABCF3;28340.363;0.0;0.0;0.0;0.0;0.0
CYRIB_HUMAN;CYRIB;0.0;41451.676;0.0;0.0;0.0;51272.2
MITOS_HUMAN;ABCB8;0.0;0.0;0.0;0.0;0.0;0.0
DD19A_HUMAN;DDX19A;63126.93;65480.61;42523.777;55027.344;61758.824;43848.5
SPTC3_HUMAN;SPTLC3;0.0;0.0;0.0;0.0;0.0;0.0
TBC23_HUMAN;TBC1D23;0.0;25783.344;0.0;0.0;0.0;0.0
IMP3_HUMAN;IMP3;0.0;0.0;0.0;0.0;0.0;0.0
NUD15_HUMAN;NUDT15;0.0;0.0;0.0;0.0;0.0;0.0
EXOC1_HUMAN;EXOC1;0.0;24594.688;0.0;24731.53;23367.756;21278.059
INT9_HUMAN;INTS9;0.0;0.0;0.0;0.0;0.0;0.0
NFIP2_HUMAN;NDFIP2;0.0;0.0;0.0;0.0;0.0;0.0
SEP11_HUMAN;SEPTIN11;561441.6;453601.97;473786.28;556406.1;433145.75;538701.4
S38A7_HUMAN;SLC38A7;0.0;0.0;0.0;0.0;0.0;0.0
PARVA_HUMAN;PARVA;198172.42;200985.44;200537.19;121291.97;0.0;127266.82
PANK4_HUMAN;PANK4;0.0;0.0;0.0;0.0;0.0;0.0
TBC13_HUMAN;TBC1D13;0.0;0.0;36229.598;0.0;0.0;0.0
EXD2_HUMAN;EXD2;0.0;0.0;0.0;0.0;31776.36;0.0
DJC11_HUMAN;DNAJC11;0.0;18284.225;22734.781;0.0;0.0;0.0
INT7_HUMAN;INTS7;0.0;0.0;0.0;0.0;0.0;0.0
TMLH_HUMAN;TMLHE;0.0;0.0;0.0;0.0;0.0;0.0
ATD3A_HUMAN;ATAD3A;58745.957;108902.2;70837.484;82878.9;68455.95;76200.72
ARL8B_HUMAN;ARL8B;103306.11;77695.305;89121.28;88704.77;142826.78;99214.44
EVA1B_HUMAN;EVA1B;0.0;0.0;0.0;0.0;0.0;0.0
DJC17_HUMAN;DNAJC17;0.0;0.0;0.0;0.0;0.0;0.0
DDX18_HUMAN;DDX18;0.0;33495.387;0.0;39904.348;34555.207;21591.69
FAIM1_HUMAN;FAIM;0.0;0.0;0.0;0.0;0.0;0.0
RT18A_HUMAN;MRPS18A;0.0;11226.013;0.0;0.0;21152.822;0.0
PNPO_HUMAN;PNPO;0.0;0.0;0.0;0.0;0.0;40234.867
ARMC1_HUMAN;ARMC1;0.0;22561.027;0.0;0.0;0.0;0.0
NLE1_HUMAN;NLE1;0.0;0.0;0.0;0.0;0.0;0.0
ANO10_HUMAN;ANO10;52467.76;64366.348;0.0;55991.97;75325.58;77673.086
BSDC1_HUMAN;BSDC1;0.0;0.0;0.0;0.0;0.0;0.0
ARGL1_HUMAN;ARGLU1;0.0;0.0;0.0;0.0;0.0;0.0
IFT57_HUMAN;IFT57;0.0;0.0;0.0;0.0;0.0;0.0
SLTM_HUMAN;SLTM;0.0;146618.88;95469.12;130350.1;0.0;0.0
CUED1_HUMAN;CUEDC1;0.0;0.0;0.0;0.0;0.0;0.0
FKB14_HUMAN;FKBP14;0.0;0.0;0.0;0.0;0.0;31917.309
MCUB_HUMAN;MCUB;0.0;0.0;0.0;0.0;0.0;0.0
PIHD1_HUMAN;PIH1D1;0.0;0.0;0.0;0.0;0.0;0.0
RMND1_HUMAN;RMND1;0.0;0.0;0.0;0.0;0.0;0.0
PK1IP_HUMAN;PAK1IP1;0.0;0.0;0.0;0.0;0.0;0.0
HIF1N_HUMAN;HIF1AN;0.0;0.0;0.0;0.0;0.0;0.0
OXSM_HUMAN;OXSM;0.0;0.0;0.0;0.0;0.0;0.0
GID8_HUMAN;GID8;0.0;0.0;0.0;0.0;0.0;0.0
RM22_HUMAN;MRPL22;0.0;0.0;0.0;0.0;0.0;0.0
CZIB_HUMAN;CZIB;53092.664;41476.62;29195.14;30390.89;33935.36;40276.293
BABA1_HUMAN;BABAM1;0.0;23072.775;0.0;0.0;0.0;0.0
CLN6_HUMAN;CLN6;0.0;0.0;0.0;0.0;0.0;0.0
ASB6_HUMAN;ASB6;0.0;0.0;0.0;0.0;0.0;0.0
HPF1_HUMAN;HPF1;0.0;12434.327;0.0;0.0;0.0;0.0
IRAK4_HUMAN;IRAK4;50359.473;34377.27;0.0;0.0;0.0;25089.832
COMD8_HUMAN;COMMD8;31778.297;30092.094;35736.242;0.0;0.0;25284.332
NHP2_HUMAN;NHP2;19721.457;0.0;0.0;0.0;0.0;0.0
OCAD1_HUMAN;OCIAD1;53161.215;52556.707;53916.02;0.0;30916.346;45709.75
ADPRS_HUMAN;ADPRS;0.0;0.0;0.0;0.0;0.0;0.0
MARH5_HUMAN;MARCHF5;30566.832;29059.477;0.0;0.0;25372.137;0.0
HYPK_HUMAN;HYPK;35469.81;43022.285;40386.27;0.0;0.0;44028.367
LYAR_HUMAN;LYAR;0.0;0.0;0.0;17679.734;15531.695;13167.66
IMPA3_HUMAN;BPNT2;28678.588;32496.916;35498.027;0.0;41279.56;0.0
MIC19_HUMAN;CHCHD3;56625.27;58496.363;64787.71;70077.21;58889.67;56177.164
MED29_HUMAN;MED29;0.0;0.0;0.0;0.0;0.0;0.0
CKLF6_HUMAN;CMTM6;0.0;0.0;0.0;0.0;0.0;0.0
SIR5_HUMAN;SIRT5;0.0;0.0;0.0;0.0;0.0;0.0
MIO_HUMAN;MIOS;0.0;0.0;0.0;0.0;0.0;0.0
TEX10_HUMAN;TEX10;0.0;0.0;0.0;0.0;0.0;0.0
ZDHC7_HUMAN;ZDHHC7;0.0;0.0;0.0;0.0;0.0;0.0
THUM1_HUMAN;THUMPD1;0.0;20326.434;0.0;0.0;0.0;0.0
P4HTM_HUMAN;P4HTM;0.0;0.0;0.0;0.0;0.0;0.0
TOR4A_HUMAN;TOR4A;0.0;18696.5;0.0;0.0;0.0;0.0
TRM1_HUMAN;TRMT1;0.0;0.0;0.0;0.0;0.0;0.0
PGPI_HUMAN;PGPEP1;0.0;0.0;0.0;0.0;0.0;0.0
GDAP2_HUMAN;GDAP2;0.0;0.0;0.0;0.0;0.0;0.0
BABA2_HUMAN;BABAM2;39876.074;22450.152;0.0;0.0;47020.582;26269.977
QPCTL_HUMAN;QPCTL;0.0;0.0;0.0;0.0;41425.434;0.0
KCTD5_HUMAN;KCTD5;0.0;0.0;0.0;0.0;0.0;0.0
CARF_HUMAN;CDKN2AIP;0.0;0.0;0.0;0.0;0.0;0.0
DJB12_HUMAN;DNAJB12;0.0;0.0;0.0;0.0;0.0;0.0
GAR1_HUMAN;GAR1;0.0;0.0;0.0;0.0;27232.47;0.0
DPP3_HUMAN;DPP3;81235.52;76501.56;94537.66;135230.19;92279.28;101747.66
TE2IP_HUMAN;TERF2IP;0.0;0.0;0.0;0.0;0.0;0.0
FA53C_HUMAN;FAM53C;0.0;0.0;0.0;0.0;0.0;0.0
BCLF1_HUMAN;BCLAF1;25538.426;29867.666;30211.58;0.0;32457.22;27894.496
PSD3_HUMAN;PSD3;0.0;0.0;0.0;0.0;0.0;0.0
COA4_HUMAN;COA4;0.0;0.0;0.0;30373.508;0.0;0.0
RM39_HUMAN;MRPL39;0.0;0.0;0.0;0.0;0.0;0.0
M3K20_HUMAN;MAP3K20;25860.842;21491.863;28282.46;25961.197;0.0;17373.205
FKB11_HUMAN;FKBP11;45004.945;0.0;56253.785;0.0;41240.15;0.0
TMOD3_HUMAN;TMOD3;140769.03;71735.36;97480.64;78547.46;72237.73;72348.47
ELOV5_HUMAN;ELOVL5;0.0;0.0;0.0;0.0;0.0;0.0
KBRS2_HUMAN;NKIRAS2;0.0;0.0;0.0;0.0;0.0;0.0
KBRS1_HUMAN;NKIRAS1;0.0;0.0;0.0;0.0;0.0;0.0
UGGG2_HUMAN;UGGT2;0.0;0.0;0.0;0.0;0.0;0.0
UGGG1_HUMAN;UGGT1;181662.45;175466.17;213162.1;169954.42;202748.98;199710.12
CDK12_HUMAN;CDK12;0.0;0.0;0.0;0.0;0.0;0.0
TV23B_HUMAN;TVP23B;0.0;0.0;0.0;0.0;0.0;0.0
TECR_HUMAN;TECR;0.0;56042.113;74831.22;0.0;0.0;0.0
ERAP1_HUMAN;ERAP1;28904.904;40239.79;36125.74;0.0;39224.9;24578.436
UBAP1_HUMAN;UBAP1;0.0;0.0;0.0;0.0;0.0;0.0
ARP10_HUMAN;ACTR10;37743.59;34164.59;41467.047;50862.074;51361.44;0.0
USE1_HUMAN;USE1;0.0;0.0;0.0;0.0;24347.668;0.0
CISD1_HUMAN;CISD1;0.0;33012.297;0.0;0.0;0.0;0.0
FMN2_HUMAN;FMN2;0.0;0.0;0.0;0.0;0.0;0.0
F120A_HUMAN;FAM120A;30085.834;34409.45;30151.873;30196.994;35078.86;27835.346
MOCS1_HUMAN;MOCS1;0.0;0.0;0.0;0.0;0.0;0.0
GDE1_HUMAN;GDE1;0.0;0.0;0.0;0.0;0.0;0.0
GLTP_HUMAN;GLTP;0.0;16633.17;0.0;0.0;38318.074;20200.4
SPG21_HUMAN;SPG21;0.0;0.0;0.0;0.0;0.0;35947.77
RM35_HUMAN;MRPL35;0.0;0.0;0.0;0.0;0.0;0.0
UBIP1_HUMAN;UBP1;62016.957;0.0;0.0;0.0;0.0;0.0
IF2B1_HUMAN;IGF2BP1;0.0;0.0;0.0;0.0;0.0;0.0
SACS_HUMAN;SACS;0.0;0.0;0.0;0.0;0.0;0.0
MTCH1_HUMAN;MTCH1;29511.418;27425.951;0.0;0.0;0.0;27169.518
NUDT4_HUMAN;NUDT4;0.0;27359.965;0.0;30334.424;26423.121;18232.832
HPBP1_HUMAN;HSPBP1;32632.918;24091.445;25694.58;0.0;15579.651;26409.809
MAT2B_HUMAN;MAT2B;114936.34;135556.7;104816.55;126896.77;129757.67;124973.26
MYOF_HUMAN;MYOF;582683.0;549013.06;446517.44;520441.4;519839.88;573173.56
EHD3_HUMAN;EHD3;51755.887;28044.055;0.0;0.0;34469.63;0.0
EHD2_HUMAN;EHD2;274356.7;212417.44;230720.27;202942.45;185852.3;162095.72
ARHGC_HUMAN;ARHGEF12;0.0;0.0;0.0;0.0;0.0;0.0
CNOT2_HUMAN;CNOT2;0.0;0.0;0.0;0.0;0.0;0.0
SPN90_HUMAN;NCKIPSD;0.0;0.0;0.0;0.0;0.0;0.0
TMOD2_HUMAN;TMOD2;0.0;0.0;0.0;0.0;0.0;0.0
CALL5_HUMAN;CALML5;0.0;0.0;0.0;0.0;0.0;0.0
OGFR_HUMAN;OGFR;0.0;26227.527;0.0;0.0;0.0;0.0
LMCD1_HUMAN;LMCD1;0.0;135745.19;0.0;0.0;0.0;0.0
CRIM1_HUMAN;CRIM1;0.0;33470.625;0.0;0.0;0.0;0.0
PALS2_HUMAN;PALS2;0.0;65254.887;0.0;0.0;0.0;0.0
CHMP5_HUMAN;CHMP5;74626.09;61706.31;56682.062;0.0;0.0;42467.35
COMD9_HUMAN;COMMD9;62989.02;53472.805;76205.65;0.0;0.0;62794.91
RM15_HUMAN;MRPL15;26596.043;42018.77;0.0;0.0;56046.73;42320.67
THYN1_HUMAN;THYN1;26038.434;0.0;0.0;0.0;0.0;0.0
NDUF4_HUMAN;NDUFAF4;0.0;0.0;0.0;0.0;0.0;0.0
HACD3_HUMAN;HACD3;56468.973;39337.215;52555.355;0.0;36090.836;31255.918
EMC3_HUMAN;EMC3;0.0;0.0;0.0;0.0;0.0;0.0
NDUAD_HUMAN;NDUFA13;181960.28;118168.32;134635.23;217309.23;132802.94;145498.5
PDP1_HUMAN;PDP1;0.0;0.0;0.0;0.0;22038.668;27797.256
KCMF1_HUMAN;KCMF1;0.0;31706.0;0.0;0.0;55152.39;47376.684
RAI14_HUMAN;RAI14;37560.94;47112.48;45426.69;57599.24;47724.617;45791.508
VAPA_HUMAN;VAPA;168977.25;138246.25;148168.19;103918.49;121616.484;155275.98
H2AW_HUMAN;MACROH2A2;0.0;40548.23;0.0;0.0;0.0;58319.426
RM27_HUMAN;MRPL27;0.0;28560.592;0.0;0.0;49085.46;0.0
GSKIP_HUMAN;GSKIP;0.0;39328.562;0.0;0.0;46713.492;33930.508
TM14C_HUMAN;TMEM14C;30837.05;35836.758;22380.725;30756.424;122842.74;93389.09
TOM7_HUMAN;TOMM7;0.0;0.0;0.0;0.0;0.0;0.0
SH3B4_HUMAN;SH3BP4;0.0;0.0;60489.277;0.0;0.0;0.0
SEP10_HUMAN;SEPTIN10;0.0;0.0;0.0;0.0;0.0;0.0
NTRI_HUMAN;NTM;0.0;0.0;0.0;0.0;0.0;48668.08
ABRAL_HUMAN;ABRACL;31817.416;37900.203;28273.68;0.0;78192.46;65356.145
MDFIC_HUMAN;MDFIC;0.0;0.0;0.0;0.0;0.0;0.0
CACO1_HUMAN;CALCOCO1;0.0;0.0;0.0;0.0;0.0;0.0
VPS18_HUMAN;VPS18;0.0;33360.555;0.0;0.0;32702.55;33605.594
RCC2_HUMAN;RCC2;34173.473;45391.05;43330.617;39065.984;35374.895;28839.205
DIP2B_HUMAN;DIP2B;0.0;17755.586;0.0;0.0;0.0;0.0
JCAD_HUMAN;JCAD;28293.467;30374.094;40351.516;62671.695;58668.812;62626.58
SLAI2_HUMAN;SLAIN2;0.0;0.0;0.0;0.0;0.0;0.0
BCCIP_HUMAN;BCCIP;48240.555;0.0;0.0;0.0;0.0;0.0
STK26_HUMAN;STK26;0.0;0.0;0.0;0.0;0.0;0.0
ARMX1_HUMAN;ARMCX1;0.0;0.0;0.0;0.0;0.0;0.0
C5AR2_HUMAN;C5AR2;0.0;0.0;0.0;0.0;0.0;0.0
COPZ2_HUMAN;COPZ2;55074.645;50675.59;53843.246;0.0;0.0;0.0
FPRP_HUMAN;PTGFRN;0.0;0.0;0.0;0.0;0.0;0.0
CT2NL_HUMAN;CTTNBP2NL;0.0;58427.1;0.0;0.0;0.0;0.0
TM181_HUMAN;TMEM181;0.0;0.0;0.0;0.0;29849.47;0.0
HTR5B_HUMAN;HEATR5B;0.0;0.0;0.0;0.0;0.0;0.0
ZNFX1_HUMAN;ZNFX1;0.0;0.0;0.0;0.0;0.0;0.0
PCD10_HUMAN;PCDH10;0.0;0.0;0.0;0.0;0.0;0.0
RRBP1_HUMAN;RRBP1;249849.58;261809.67;231327.17;295139.47;220434.36;177528.14
AKIB1_HUMAN;ANKIB1;0.0;0.0;0.0;0.0;0.0;0.0
CPSF2_HUMAN;CPSF2;0.0;67346.836;0.0;0.0;0.0;0.0
SYLC_HUMAN;LARS1;86461.695;90722.26;84757.64;79042.87;75365.336;83122.4
MYEF2_HUMAN;MYEF2;0.0;0.0;0.0;0.0;0.0;0.0
E2AK4_HUMAN;EIF2AK4;0.0;0.0;0.0;0.0;0.0;0.0
HECW2_HUMAN;HECW2;0.0;0.0;0.0;0.0;0.0;0.0
ANFY1_HUMAN;ANKFY1;74160.66;63645.996;57322.527;0.0;0.0;0.0
SUCB1_HUMAN;SUCLA2;43077.906;35022.133;49387.69;41032.78;39247.15;0.0
GMPR2_HUMAN;GMPR2;38341.504;53917.598;49243.336;0.0;55266.9;53162.7
