Protein.ID;Gene;ADSCs_c_111 MaxLFQ Intensity;ADSCs_c_1531 MaxLFQ Intensity;ADSCs_c_38 MaxLFQ Intensity;ADSCs_c_45 MaxLFQ Intensity;ADSCs_d_111 MaxLFQ Intensity;ADSCs_d_1531 MaxLFQ Intensity;ADSCs_d_38 MaxLFQ Intensity;ADSCs_d_45 MaxLFQ Intensity
NEB2_HUMAN;PPP1R9B;28806.564;35213.812;23041.834;19095.004;16246.284;22326.04;19259.799;22917.654
TM209_HUMAN;TMEM209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GPX7_HUMAN;GPX7;62084.125;35387.836;38209.81;30816.38;37750.684;19592.691;16829.47;49543.7
CP2S1_HUMAN;CYP2S1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IWS1_HUMAN;IWS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSBL9_HUMAN;OSBPL9;44415.527;0.0;42939.246;37447.47;49293.01;38719.465;55995.68;51314.227
RUFY1_HUMAN;RUFY1;65364.76;56084.94;62079.176;56261.668;46076.176;43193.34;30544.373;51306.703
PNKP_HUMAN;PNKP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMS19_HUMAN;MMS19;43849.85;60547.76;56437.082;42391.016;47925.824;64528.26;54625.695;57284.152
NIBA2_HUMAN;NIBAN2;119515.7;152024.2;133229.42;118213.836;149624.66;178018.36;154372.94;138099.64
YMEL1_HUMAN;YME1L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RMD3_HUMAN;RMDN3;37201.543;46919.695;40464.207;33518.387;0.0;36848.78;54655.676;24713.504
MYCBP_HUMAN;MYCBP;32478.162;0.0;0.0;0.0;0.0;0.0;0.0;29036.91
TBCB_HUMAN;TBCB;62304.99;79251.586;54356.035;73851.42;43024.19;45147.8;49865.008;46449.438
PSB7_HUMAN;PSMB7;199849.83;246055.19;266813.88;342798.62;171865.47;280443.44;244919.45;201065.89
CNN2_HUMAN;CNN2;287448.22;162323.14;234652.25;264374.25;349994.94;182994.16;251758.12;326216.97
SEC62_HUMAN;SEC62;71112.28;65319.242;59518.957;67459.9;46169.547;0.0;0.0;0.0
PCY2_HUMAN;PCYT2;0.0;0.0;0.0;23865.904;14432.237;0.0;0.0;0.0
CDC5L_HUMAN;CDC5L;38684.566;51820.785;31597.98;27838.465;25312.314;35361.34;36372.32;38951.84
PSMD1_HUMAN;PSMD1;107591.67;93673.71;124223.28;133323.97;124977.64;128367.6;128172.06;96313.734
SDF2_HUMAN;SDF2;40958.13;0.0;36583.62;44766.12;39404.676;37510.414;39314.95;0.0
PFD5_HUMAN;PFDN5;97140.11;126882.2;105105.2;123378.29;85502.25;140203.64;114686.14;164938.84
PARK7_HUMAN;PARK7;637794.75;584013.94;491379.75;566034.7;556657.94;744184.1;714371.9;761413.0
EYA3_HUMAN;EYA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEUR1_HUMAN;NEU1;0.0;0.0;48486.062;0.0;0.0;0.0;0.0;0.0
SORT_HUMAN;SORT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VAT1_HUMAN;VAT1;409668.56;467584.9;591189.0;493747.66;366873.72;340580.34;382620.1;239089.47
LGMN_HUMAN;LGMN;43422.45;30168.143;30769.533;40267.066;19601.5;25494.855;23293.467;20303.97
PLIN2_HUMAN;PLIN2;36245.082;0.0;42096.22;0.0;0.0;0.0;0.0;0.0
MPP8_HUMAN;MPHOSPH8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NUP88_HUMAN;NUP88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PI3R4_HUMAN;PIK3R4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
P2RX4_HUMAN;P2RX4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
POP1_HUMAN;POP1;38401.133;0.0;0.0;0.0;0.0;18507.727;0.0;0.0
T22D3_HUMAN;TSC22D3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10AD_HUMAN;S100A13;160829.42;224432.98;161738.69;170609.1;175427.69;202107.69;162566.66;235644.05
TI17A_HUMAN;TIMM17A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TSNAX_HUMAN;TSNAX;68683.89;53858.715;55492.426;74869.52;57722.027;99718.34;105857.77;52511.75
SPS2_HUMAN;SEPHS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TTC1_HUMAN;TTC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DNJC7_HUMAN;DNAJC7;49871.438;0.0;41129.945;48796.883;33550.453;0.0;35036.055;0.0
C10_HUMAN;C12orf57;101248.555;53803.94;65283.8;103776.34;72013.305;0.0;0.0;100537.29
PHB2_HUMAN;PHB2;177103.5;207697.45;201424.0;168437.45;210455.61;191928.94;197163.86;228915.11
CSN8_HUMAN;COPS8;42922.5;34374.242;30625.729;38601.156;33999.02;28101.482;30264.143;42215.82
C560_HUMAN;SDHC;0.0;0.0;0.0;0.0;31663.703;41515.78;42147.0;0.0
OSMR_HUMAN;OSMR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHP1_HUMAN;CHP1;27520.11;0.0;23940.262;0.0;37685.098;15661.185;0.0;0.0
KIF2C_HUMAN;KIF2C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MGLL_HUMAN;MGLL;32845.96;37133.72;54671.63;56587.29;46565.47;38486.883;76661.27;53103.66
ATX2_HUMAN;ATXN2;0.0;0.0;0.0;0.0;26016.037;0.0;0.0;0.0
DOK1_HUMAN;DOK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
METH_HUMAN;MTR;230851.14;0.0;0.0;0.0;208930.86;0.0;138431.28;0.0
HCD2_HUMAN;HSD17B10;84958.64;111101.13;100332.47;106053.18;120542.44;165160.2;162981.38;165292.81
COCA1_HUMAN;COL12A1;104180.6;87137.73;105786.734;77201.43;250768.38;67980.34;67172.055;123078.83
SMAD5_HUMAN;SMAD5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SEPT5_HUMAN;SEPTIN5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SGMR1_HUMAN;SIGMAR1;0.0;0.0;395536.3;0.0;444695.94;0.0;0.0;0.0
NP1L4_HUMAN;NAP1L4;202810.2;208672.28;177288.6;179567.75;159435.6;147406.52;144444.86;189870.86
SNAG_HUMAN;NAPG;0.0;48770.63;0.0;0.0;57169.902;0.0;0.0;64873.805
PI51A_HUMAN;PIP5K1A;0.0;0.0;0.0;13806.401;0.0;18985.166;0.0;0.0
THIOM_HUMAN;TXN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIPEP_HUMAN;MIPEP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACON_HUMAN;ACO2;65122.336;95653.94;105176.37;89879.44;80296.38;101410.22;114890.164;106540.18
TM9S2_HUMAN;TM9SF2;30933.113;0.0;26409.803;28268.145;39906.652;38025.086;36647.992;0.0
S29A1_HUMAN;SLC29A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TS101_HUMAN;TSG101;0.0;31310.537;30252.988;29786.861;43380.055;46362.92;39036.74;43662.605
CPNE1_HUMAN;CPNE1;224150.97;204306.86;339275.47;191671.1;214404.11;163497.62;310978.53;159600.3
TCPH_HUMAN;CCT7;407531.1;423867.53;550575.7;498022.75;572936.0;585347.9;609948.75;537742.1
MYD88_HUMAN;MYD88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EBP2_HUMAN;EBNA1BP2;0.0;0.0;0.0;0.0;16036.455;0.0;0.0;0.0
ARI3A_HUMAN;ARID3A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANM1_HUMAN;PRMT1;86864.56;81323.055;85782.58;90373.58;96308.52;94589.945;87485.35;74528.1
BAG1_HUMAN;BAG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLCA_HUMAN;AGPAT1;0.0;22897.773;28012.475;32240.242;18970.686;31005.047;31630.582;0.0
PKP2_HUMAN;PKP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SH3G1_HUMAN;SH3GL1;91740.12;86734.33;81313.81;78400.51;70449.04;67784.23;81979.15;76901.89
TEP1_HUMAN;TEP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SEM3C_HUMAN;SEMA3C;33189.992;60296.754;28948.365;27904.434;19007.422;0.0;0.0;0.0
GDF15_HUMAN;GDF15;39378.773;0.0;21111.973;0.0;0.0;0.0;0.0;0.0
NIPS1_HUMAN;NIPSNAP1;0.0;0.0;22456.07;20521.182;0.0;0.0;0.0;0.0
CND3_HUMAN;NCAPG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARP5L_HUMAN;ARPC5L;74236.38;75516.09;64286.9;52842.734;48721.797;40170.266;85856.586;80923.82
MICU1_HUMAN;MICU1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAIP2_HUMAN;PAIP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SIN1_HUMAN;MAPKAP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DDX50_HUMAN;DDX50;33519.863;43228.12;40603.992;0.0;27165.836;32860.164;32187.09;0.0
PD1L2_HUMAN;PDCD1LG2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RNZ2_HUMAN;ELAC2;0.0;0.0;0.0;0.0;0.0;19710.922;0.0;0.0
TRIR_HUMAN;TRIR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GRWD1_HUMAN;GRWD1;0.0;0.0;0.0;0.0;0.0;22167.867;33679.79;0.0
MACD1_HUMAN;MACROD1;0.0;0.0;20397.936;0.0;0.0;0.0;0.0;0.0
CMS1_HUMAN;CMSS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MEP50_HUMAN;WDR77;0.0;0.0;0.0;0.0;23793.857;0.0;0.0;0.0
CYBC1_HUMAN;CYBC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DPH2_HUMAN;DPH2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RT63_HUMAN;MRPL57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBA1C_HUMAN;TUBA1C;2027508.4;1997090.6;2167952.0;2251057.8;2266979.2;2012713.1;2052784.5;1754535.2
MBB1A_HUMAN;MYBBP1A;32755.996;0.0;34007.836;19659.488;28624.238;49181.246;44307.598;0.0
LPIN3_HUMAN;LPIN3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MGME1_HUMAN;MGME1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GORS1_HUMAN;GORASP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FYCO1_HUMAN;FYCO1;0.0;38766.08;23016.191;0.0;0.0;0.0;0.0;0.0
ACBD6_HUMAN;ACBD6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COR1B_HUMAN;CORO1B;77426.48;81827.7;75695.57;80069.73;85786.41;81666.63;95811.13;88298.21
TXD17_HUMAN;TXNDC17;116387.164;95547.516;78588.55;114590.086;114344.39;116117.8;128474.65;129899.81
CPPED_HUMAN;CPPED1;183837.7;99122.98;103831.16;132705.11;223039.58;211433.42;231343.83;182569.19
VPS25_HUMAN;VPS25;0.0;0.0;0.0;0.0;26421.56;0.0;0.0;0.0
RM45_HUMAN;MRPL45;0.0;0.0;18092.053;0.0;0.0;19555.645;15363.66;0.0
MXRA8_HUMAN;MXRA8;0.0;43233.793;42673.39;52381.977;55382.22;68427.24;65542.23;0.0
CAB45_HUMAN;SDF4;54259.938;57425.527;51271.2;58084.523;46851.72;47831.113;44613.445;57534.605
PDD2L_HUMAN;PDCD2L;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAAF1_HUMAN;PAAF1;0.0;62874.625;69762.97;0.0;0.0;0.0;0.0;0.0
PYM1_HUMAN;PYM1;35314.69;34554.73;29255.125;26401.6;21587.322;24822.713;24080.633;31034.63
MIC25_HUMAN;CHCHD6;0.0;39190.56;0.0;0.0;0.0;0.0;0.0;0.0
FSP1_HUMAN;AIFM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADPGK_HUMAN;ADPGK;27889.496;29618.598;29324.39;22767.184;40619.773;31778.098;37151.266;36509.668
LARP6_HUMAN;LARP6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UQCC2_HUMAN;UQCC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIEN1_HUMAN;MIEN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LLPH_HUMAN;LLPH;0.0;42799.527;0.0;0.0;0.0;0.0;61824.62;0.0
PELO_HUMAN;PELO;21378.766;27669.936;27075.693;25616.291;21681.75;17809.959;0.0;0.0
PXL2A_HUMAN;PRXL2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRI56_HUMAN;TRIM56;0.0;59287.438;49452.79;29547.617;0.0;47886.402;0.0;63498.766
ERP44_HUMAN;ERP44;174738.77;158247.27;173077.7;183738.86;114306.07;122496.96;135267.34;130102.41
LXN_HUMAN;LXN;31909.398;0.0;22828.67;33538.15;0.0;0.0;0.0;0.0
TM175_HUMAN;TMEM175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NTPCR_HUMAN;NTPCR;32528.506;35511.17;28898.586;36229.86;38891.5;30918.518;37694.938;27072.7
PADC1_HUMAN;PRADC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TACO1_HUMAN;TACO1;37512.734;42951.48;33392.195;25659.602;28379.617;0.0;0.0;0.0
GCP2_HUMAN;TUBGCP2;0.0;0.0;30610.111;27532.111;0.0;20219.824;32293.035;0.0
ESYT1_HUMAN;ESYT1;118858.31;128749.04;118532.72;109007.555;114933.23;119370.77;102757.89;98315.805
MALD1_HUMAN;MARVELD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
YIPF4_HUMAN;YIPF4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PHAF1_HUMAN;PHAF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHCH5_HUMAN;CHCHD5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CNPY3_HUMAN;CNPY3;92669.67;86042.164;83772.87;79947.08;55520.08;49802.33;52531.28;71474.0
ALG1_HUMAN;ALG1;0.0;0.0;0.0;0.0;38189.312;37108.594;50238.73;0.0
LIMD2_HUMAN;LIMD2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INP5K_HUMAN;INPP5K;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NFIP1_HUMAN;NDFIP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSMG3_HUMAN;PSMG3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSN4_HUMAN;COPS4;74198.875;87627.805;84837.5;91179.6;75273.39;79347.65;81903.93;76949.55
SYT11_HUMAN;SYT11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DIDO1_HUMAN;DIDO1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RBM42_HUMAN;RBM42;0.0;160478.92;109511.42;121422.59;0.0;0.0;0.0;0.0
DCTN5_HUMAN;DCTN5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCMBP_HUMAN;MCMBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AASD1_HUMAN;AARSD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AN32E_HUMAN;ANP32E;48634.434;46408.21;37047.273;25970.736;37736.65;35639.855;29439.379;35650.375
P4K2A_HUMAN;PI4K2A;0.0;0.0;32325.553;34898.13;0.0;58778.496;58420.7;0.0
TMM43_HUMAN;TMEM43;218807.0;329135.84;272649.72;227732.67;223183.92;226713.38;252696.7;188049.23
FSD1_HUMAN;FSD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBCD_HUMAN;TBCD;0.0;0.0;0.0;0.0;0.0;23900.166;0.0;0.0
NDC1_HUMAN;NDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TTPAL_HUMAN;TTPAL;0.0;0.0;0.0;0.0;0.0;21971.701;24040.541;0.0
FUCO2_HUMAN;FUCA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HGH1_HUMAN;HGH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHRS4_HUMAN;DHRS4;18187.623;0.0;25089.826;0.0;32536.863;0.0;24497.06;36398.023
THTPA_HUMAN;THTPA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMF2_HUMAN;LMF2;29160.922;33130.66;35874.438;29727.541;22857.467;38775.69;33508.81;24644.943
NDUF3_HUMAN;NDUFAF3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DOHH_HUMAN;DOHH;24732.826;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMM70_HUMAN;TMEM70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPON2_HUMAN;SPON2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBB6_HUMAN;TUBB6;338576.6;289750.9;301191.16;353444.88;361767.25;332839.78;368330.78;308889.66
PAXX_HUMAN;PAXX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RPC3_HUMAN;POLR3C;0.0;0.0;34131.695;0.0;0.0;0.0;0.0;0.0
HNRL1_HUMAN;HNRNPUL1;51638.883;57153.29;51077.547;47945.844;54870.887;45863.68;48980.23;55794.945
PDC10_HUMAN;PDCD10;31624.182;0.0;26280.037;35118.85;31322.303;27764.238;35030.664;0.0
DERL1_HUMAN;DERL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EFHD1_HUMAN;EFHD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HTAI2_HUMAN;HTATIP2;0.0;28347.307;0.0;0.0;20883.156;27884.041;0.0;0.0
DDX23_HUMAN;DDX23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIC26_HUMAN;APOO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BDH2_HUMAN;BDH2;82076.45;212916.1;68061.47;115613.17;130866.57;142760.47;0.0;159927.97
MTNA_HUMAN;MRI1;0.0;0.0;0.0;0.0;0.0;23793.197;0.0;0.0
WDR18_HUMAN;WDR18;0.0;0.0;17340.291;19644.82;0.0;23936.336;19949.926;0.0
THUM3_HUMAN;THUMPD3;0.0;0.0;0.0;0.0;15976.618;0.0;0.0;0.0
MTND_HUMAN;ADI1;71268.9;63021.96;52257.84;51827.863;51616.812;63404.59;52738.95;57967.75
RN126_HUMAN;RNF126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MECR_HUMAN;MECR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NTM1A_HUMAN;NTMT1;0.0;0.0;33090.312;38240.375;31920.348;0.0;0.0;0.0
LST8_HUMAN;MLST8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASHWN_HUMAN;C2orf49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TM109_HUMAN;TMEM109;91515.38;96306.766;86103.6;0.0;100927.4;113187.83;68265.2;76433.75
PBDC1_HUMAN;PBDC1;58017.58;50290.812;42886.17;36194.72;45641.574;24464.646;0.0;49547.734
NOC4L_HUMAN;NOC4L;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UT14A_HUMAN;UTP14A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DUS23_HUMAN;DUSP23;0.0;0.0;0.0;0.0;38525.36;40974.023;0.0;0.0
TMED9_HUMAN;TMED9;319793.78;252195.22;274281.44;278565.1;311124.8;243850.08;258981.05;267986.78
NUP58_HUMAN;NUP58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SELO_HUMAN;SELENOO;0.0;0.0;20872.928;0.0;20050.107;21575.973;23354.445;23819.242
DPCD_HUMAN;DPCD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GGACT_HUMAN;GGACT;39301.832;41627.586;0.0;31586.24;0.0;0.0;36285.938;0.0
GNL3_HUMAN;GNL3;0.0;0.0;24483.947;19106.693;23934.574;0.0;0.0;0.0
SPA5L_HUMAN;SPATA5L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NUP85_HUMAN;NUP85;0.0;0.0;0.0;0.0;19490.957;41023.562;68827.88;0.0
TPPP3_HUMAN;TPPP3;0.0;512173.5;0.0;0.0;0.0;0.0;0.0;0.0
ELOV1_HUMAN;ELOVL1;0.0;0.0;129392.586;196605.4;0.0;222020.86;199967.33;0.0
KATL1_HUMAN;KATNAL1;0.0;0.0;0.0;26374.775;0.0;0.0;0.0;0.0
HIG2A_HUMAN;HIGD2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IFT27_HUMAN;IFT27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NUDT9_HUMAN;NUDT9;34748.07;40509.453;30945.943;0.0;31413.838;32889.785;35168.52;33155.48
SYTM_HUMAN;TARS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THIC_HUMAN;ACAT2;57027.75;72986.54;61667.03;82746.8;118291.3;109121.04;86808.22;93718.055
RBM4_HUMAN;RBM4;0.0;0.0;24574.17;22728.56;0.0;0.0;0.0;28078.162
FUND2_HUMAN;FUNDC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SF3B5_HUMAN;SF3B5;52643.965;50405.824;50461.406;46685.76;39595.047;47225.586;42101.793;34406.816
SFXN3_HUMAN;SFXN3;56930.688;84682.0;80929.41;75674.03;83804.18;101831.336;101085.26;78939.445
YIPF2_HUMAN;YIPF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHID1_HUMAN;CHID1;0.0;59689.85;79994.055;0.0;55488.195;43649.434;52908.35;0.0
NADAP_HUMAN;SLC4A1AP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LS14B_HUMAN;LSM14B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRBS1_HUMAN;SORBS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HINT2_HUMAN;HINT2;90573.65;73366.81;54099.438;46469.902;57329.023;54061.85;57332.164;87442.45
OSB11_HUMAN;OSBPL11;0.0;55399.98;64201.152;65062.258;52638.34;0.0;85531.8;0.0
OSB10_HUMAN;OSBPL10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TB10A_HUMAN;TBC1D10A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1QT5_HUMAN;C1QTNF5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1QT3_HUMAN;C1QTNF3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAA15_HUMAN;NAA15;48119.617;55843.547;57938.027;49063.336;55897.758;55387.28;47975.0;44504.305
B2L13_HUMAN;BCL2L13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S12A9_HUMAN;SLC12A9;67109.445;0.0;42253.07;0.0;0.0;0.0;0.0;0.0
SRRT_HUMAN;SRRT;44317.81;49563.8;42210.297;38416.79;34977.203;30389.402;30289.043;0.0
TGT_HUMAN;QTRT1;0.0;0.0;0.0;18372.139;0.0;0.0;0.0;0.0
TMM59_HUMAN;TMEM59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AP1M1_HUMAN;AP1M1;39580.09;42465.965;35261.613;44129.39;58745.766;65300.363;50107.035;56302.035
GON7_HUMAN;GON7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSBL1_HUMAN;OSBPL1A;0.0;0.0;18844.844;0.0;0.0;0.0;0.0;0.0
HDHD5_HUMAN;HDHD5;0.0;0.0;0.0;0.0;28600.584;37626.543;42985.688;0.0
MAK16_HUMAN;MAK16;0.0;60381.543;47693.9;0.0;0.0;0.0;0.0;0.0
PACN1_HUMAN;PACSIN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITPA_HUMAN;ITPA;89534.81;122653.29;0.0;0.0;0.0;0.0;0.0;0.0
CHM4A_HUMAN;CHMP4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EIF2A_HUMAN;EIF2A;54191.547;55973.35;55906.027;49008.56;31375.65;37524.914;32131.072;37646.11
SC11C_HUMAN;SEC11C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CADM1_HUMAN;CADM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGL4_HUMAN;ANGPTL4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDIP3_HUMAN;POLDIP3;0.0;0.0;70611.66;59931.992;0.0;0.0;0.0;0.0
GNB1L_HUMAN;GNB1L;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FUT8_HUMAN;FUT8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RM32_HUMAN;MRPL32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RM13_HUMAN;MRPL13;0.0;0.0;0.0;0.0;0.0;26591.496;29391.37;0.0
RM09_HUMAN;MRPL9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RM04_HUMAN;MRPL4;0.0;0.0;0.0;0.0;0.0;40662.883;16910.855;0.0
RM01_HUMAN;MRPL1;0.0;28308.535;23133.967;0.0;0.0;45973.82;32260.166;0.0
MK67I_HUMAN;NIFK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HYCCI_HUMAN;FAM126A;24002.414;0.0;27213.055;0.0;0.0;21969.58;23936.623;0.0
YTHD1_HUMAN;YTHDF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRXN1_HUMAN;SRXN1;25911.408;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RT26_HUMAN;MRPS26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEUL_HUMAN;NLN;51221.043;47617.707;50988.723;53018.86;53666.9;52074.46;37069.543;58920.52
TBD2A_HUMAN;TBC1D2;43850.69;0.0;56386.84;89896.74;46773.754;0.0;60712.49;0.0
PANK2_HUMAN;PANK2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DOCK9_HUMAN;DOCK9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FRMD8_HUMAN;FRMD8;0.0;88257.09;72751.805;0.0;0.0;0.0;0.0;0.0
RM37_HUMAN;MRPL37;0.0;0.0;0.0;0.0;26906.082;31533.459;33045.023;0.0
GTPB4_HUMAN;GTPBP4;0.0;0.0;27571.42;30890.11;17655.633;0.0;29109.436;0.0
ASPC1_HUMAN;ASPSCR1;0.0;0.0;31820.201;0.0;0.0;0.0;0.0;0.0
OSBL8_HUMAN;OSBPL8;35304.67;0.0;41147.19;42930.83;28540.832;0.0;25525.992;0.0
UACA_HUMAN;UACA;61999.06;93423.305;0.0;0.0;61705.785;126492.63;120791.39;85976.21
RAB34_HUMAN;RAB34;0.0;0.0;93009.664;77232.68;73047.78;48723.93;0.0;49246.63
WDR11_HUMAN;WDR11;0.0;32070.02;30593.629;0.0;0.0;30197.936;0.0;0.0
NACP4_HUMAN;NACA4P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBL1R_HUMAN;TBL1XR1;0.0;0.0;16893.994;0.0;20433.22;0.0;0.0;0.0
