Protein.ID;Gene;PDLSCs_c_12 MaxLFQ Intensity;PDLSCs_c_16 MaxLFQ Intensity;PDLSCs_c_23 MaxLFQ Intensity;PDLSCs_c_38 MaxLFQ Intensity;PDLSCs_d_12 MaxLFQ Intensity;PDLSCs_d_16 MaxLFQ Intensity;PDLSCs_d_23 MaxLFQ Intensity;PDLSCs_d_38 MaxLFQ Intensity
COF1_HUMAN;CFL1;849531.0;210734.97;359403.0;145936.61;161921.08;422038.56;293118.53;475300.8
IF4B_HUMAN;EIF4B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT2B4_HUMAN;ATP2B4;0.0;0.0;56707.164;0.0;0.0;0.0;0.0;0.0
LAMA2_HUMAN;LAMA2;82327.47;184380.48;151008.0;187116.5;300869.47;131278.84;283039.28;106255.19
MMP11_HUMAN;MMP11;67625.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAE1_HUMAN;CHM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRHBP_HUMAN;CRHBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF1B_HUMAN;EEF1B2;62085.617;0.0;63637.344;0.0;0.0;0.0;0.0;0.0
IBP6_HUMAN;IGFBP6;757257.75;1004307.9;605445.8;855337.94;537287.7;675145.1;606453.75;754666.5
IBP5_HUMAN;IGFBP5;91401.164;152303.02;165659.88;117346.94;236861.55;152137.84;249482.23;143924.4
PPAC_HUMAN;ACP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TENA_HUMAN;TNC;256742.4;236001.61;239556.58;186503.1;293534.75;90289.79;272296.9;81471.234
MYL9_HUMAN;MYL9;113692.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCM3_HUMAN;MCM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZA2G_HUMAN;AZGP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMA1_HUMAN;LAMA1;116215.73;204900.72;179957.28;161339.55;182786.88;151195.88;292108.62;100540.164
RS12_HUMAN;RPS12;281068.5;116271.586;177286.98;110027.84;122530.91;133163.34;0.0;133886.61
DNJB1_HUMAN;DNAJB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATPA_HUMAN;ATP5F1A;0.0;0.0;0.0;0.0;0.0;39968.805;0.0;0.0
CATS_HUMAN;CTSS;0.0;132263.88;0.0;0.0;0.0;0.0;0.0;0.0
PSA1_HUMAN;PSMA1;158045.58;0.0;125553.03;0.0;0.0;161965.05;0.0;135010.8
PSA2_HUMAN;PSMA2;107004.18;101548.7;104108.85;76398.62;0.0;79461.11;91963.59;82185.01
PSA3_HUMAN;PSMA3;151972.22;0.0;168990.12;0.0;0.0;178510.0;0.0;137982.08
PSA4_HUMAN;PSMA4;170468.89;0.0;116513.445;100545.625;0.0;97704.47;121343.08;87724.66
CO5A3_HUMAN;COL5A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITA3_HUMAN;ITGA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTX3_HUMAN;PTX3;313497.1;811773.3;545574.8;798011.2;393525.53;502318.97;849784.06;668492.0
MOES_HUMAN;MSN;602747.7;366627.78;511715.94;324395.16;428519.5;844166.7;538274.7;1038781.94
DDX6_HUMAN;DDX6;51311.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0
U2AF2_HUMAN;U2AF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL13_HUMAN;RPL13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A4_HUMAN;S100A4;745430.7;141432.3;334346.94;126122.375;281108.84;224834.19;245111.03;183468.81
MGAT1_HUMAN;MGAT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80295.0
HMGB2_HUMAN;HMGB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTBP1_HUMAN;PTBP1;123379.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYTC_HUMAN;TARS1;53616.13;0.0;0.0;0.0;0.0;0.0;0.0;88927.95
SYVC_HUMAN;VARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF1G_HUMAN;EEF1G;225317.86;0.0;189912.27;0.0;0.0;270314.88;0.0;199808.2
FKBP2_HUMAN;FKBP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STOM_HUMAN;STOM;0.0;0.0;118513.375;0.0;0.0;0.0;0.0;0.0
1433T_HUMAN;YWHAQ;238856.36;0.0;84294.8;0.0;0.0;134623.66;0.0;176446.42
MK03_HUMAN;MAPK3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DPP4_HUMAN;DPP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL10_HUMAN;RPL10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO8A1_HUMAN;COL8A1;0.0;141854.38;0.0;0.0;0.0;0.0;265047.1;0.0
APEX1_HUMAN;APEX1;137155.34;0.0;89512.24;0.0;0.0;95677.586;0.0;0.0
PYR1_HUMAN;CAD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CALR_HUMAN;CALR;129282.94;124573.31;665386.7;481937.03;370504.12;405481.97;384975.62;345034.78
CALX_HUMAN;CANX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB8_HUMAN;PSMB8;58581.695;0.0;0.0;0.0;0.0;60125.47;0.0;0.0
PSB9_HUMAN;PSMB9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSA5_HUMAN;PSMA5;215268.83;159051.42;160478.12;126342.06;152471.25;237767.69;119712.07;169249.22
PSB4_HUMAN;PSMB4;205793.78;0.0;126297.14;98187.58;0.0;195459.98;0.0;151112.9
PSB6_HUMAN;PSMB6;178466.23;126152.63;141267.95;125209.484;144431.42;187281.38;0.0;134802.83
PSB5_HUMAN;PSMB5;206319.52;172314.6;106894.73;152377.38;157821.34;199704.36;0.0;166362.2
GSTM2_HUMAN;GSTM2;40064.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LYOX_HUMAN;LOX;202124.12;225432.61;288381.75;197415.83;257220.81;172061.92;312907.06;171656.84
MK01_HUMAN;MAPK1;114938.93;0.0;0.0;0.0;0.0;0.0;0.0;109966.555
GRN_HUMAN;GRN;815280.7;612399.2;735346.5;511118.78;487890.16;514042.44;532008.9;663235.8
PTPRM_HUMAN;PTPRM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AMPL_HUMAN;LAP3;154393.44;0.0;73901.55;0.0;141955.61;208881.89;0.0;228395.06
NEC1_HUMAN;PCSK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPP2_HUMAN;TPP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IMPA1_HUMAN;IMPA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66240.4
CCN2_HUMAN;CCN2;180288.08;319474.4;793870.1;441496.56;356015.2;240301.84;698840.25;374051.56
EPHA2_HUMAN;EPHA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EPHB2_HUMAN;EPHB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RABP2_HUMAN;CRABP2;66038.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TKT_HUMAN;TKT;791620.2;254169.66;453375.56;213423.92;287449.97;477023.34;294357.34;385857.2
SPB3_HUMAN;SERPINB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMOD1_HUMAN;LMOD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PML_HUMAN;PML;88079.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MARCS_HUMAN;MARCKS;236779.56;202395.66;237631.78;123142.516;180775.9;181703.44;207461.19;233917.62
ERP29_HUMAN;ERP29;266562.9;131128.42;221883.27;90289.625;131288.72;139539.56;125438.85;112989.0
PRDX6_HUMAN;PRDX6;177548.86;0.0;0.0;0.0;154714.27;166364.23;0.0;200016.12
BLVRB_HUMAN;BLVRB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRDX5_HUMAN;PRDX5;268275.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DOPD_HUMAN;DDT;175218.19;0.0;109513.7;83138.74;0.0;0.0;150396.33;111620.19
GFRP_HUMAN;GCHFR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRDX3_HUMAN;PRDX3;339307.22;0.0;0.0;0.0;0.0;92122.445;0.0;117030.555
ATPD_HUMAN;ATP5F1D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL12_HUMAN;RPL12;65561.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ECHM_HUMAN;ECHS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KCY_HUMAN;CMPK1;88297.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEBP1_HUMAN;PEBP1;577739.7;196594.64;435154.22;151416.98;313078.44;268989.1;305203.75;363148.9
PDIA3_HUMAN;PDIA3;495704.38;263363.16;428986.0;216701.36;324784.9;578077.06;288191.72;389720.12
2AAA_HUMAN;PPP2R1A;93262.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIF_HUMAN;PPIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NMT1_HUMAN;NMT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PURA2_HUMAN;ADSS2;55580.74;0.0;0.0;0.0;0.0;0.0;0.0;80048.57
UFO_HUMAN;AXL;122472.4;390843.53;226804.39;291090.62;176798.88;198536.84;282781.53;247987.9
AMRP_HUMAN;LRPAP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLIP1_HUMAN;CLIP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SORCN_HUMAN;SRI;88568.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSTT1_HUMAN;GSTT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ILEU_HUMAN;SERPINB1;126911.96;110499.26;82264.125;0.0;0.0;92606.24;135342.2;104727.484
LCN1_HUMAN;LCN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDIA_HUMAN;GDI1;96156.8;0.0;87793.48;0.0;0.0;77137.55;0.0;100422.27
S10A7_HUMAN;S100A7;0.0;0.0;0.0;0.0;0.0;0.0;97802.734;0.0
METK2_HUMAN;MAT2A;61882.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDC4_HUMAN;SDC4;0.0;0.0;654568.7;558239.8;474127.0;0.0;623935.1;259264.14
DNJA1_HUMAN;DNAJA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3HIDH_HUMAN;HIBADH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR9_HUMAN;ATIC;46457.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRH3_HUMAN;HNRNPH3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRH1_HUMAN;HNRNPH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CASPE_HUMAN;CASP14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1433B_HUMAN;YWHAB;316829.12;154005.2;211160.88;177736.2;216138.92;264831.16;195664.11;243706.92
STIP1_HUMAN;STIP1;71931.11;0.0;0.0;0.0;0.0;58683.207;0.0;58438.996
S10AB_HUMAN;S100A11;784505.06;200570.44;363993.94;142808.88;295264.16;557704.25;304863.47;673192.2
PRDX2_HUMAN;PRDX2;252117.8;0.0;0.0;0.0;0.0;266682.25;0.0;258513.06
CDD_HUMAN;CDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DCTD_HUMAN;DCTD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GBP1_HUMAN;GBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL9_HUMAN;RPL9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KINH_HUMAN;KIF5B;84574.945;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DUT_HUMAN;DUT;49546.473;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A3_HUMAN;S100A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MA1A1_HUMAN;MAN1A1;175248.31;354660.22;124639.484;319732.12;325501.9;182778.48;291896.72;259230.75
MCM4_HUMAN;MCM4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCM7_HUMAN;MCM7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GALNS_HUMAN;GALNS;172418.31;221749.97;215220.83;218800.33;283948.75;96705.1;240296.48;160933.19
RNAS4_HUMAN;RNASE4;220764.61;188801.27;243653.44;176793.28;264027.53;213767.58;326758.4;276441.62
SDC2_HUMAN;SDC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLYM_HUMAN;SHMT2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSP74_HUMAN;HSPA4;123208.7;101869.06;114176.14;121363.99;112951.97;118886.98;118471.95;131913.25
MPI_HUMAN;MPI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GPC1_HUMAN;GPC1;266604.1;302610.34;939480.7;468181.88;251426.27;119884.5;333159.56;162200.94
CTNA1_HUMAN;CTNNA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CTNB1_HUMAN;CTNNB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PHB1_HUMAN;PHB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPB6_HUMAN;SERPINB6;216188.61;160307.11;134929.64;106474.64;150228.17;129624.62;189122.95;124661.055
RADI_HUMAN;RDX;77441.76;112219.25;89240.016;0.0;69885.87;97324.59;115209.76;111663.59
RFA3_HUMAN;RPA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL22_HUMAN;RPL22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPRE_HUMAN;SPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADML_HUMAN;ADM;0.0;102555.32;96058.55;102401.54;0.0;0.0;148774.0;61308.594
TSP2_HUMAN;THBS2;202786.34;267603.4;605221.5;0.0;160032.75;161362.88;219878.88;0.0
TSP4_HUMAN;THBS4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDUA_HUMAN;IDUA;89141.47;97262.39;114210.984;83879.72;143847.97;0.0;141637.1;0.0
CBS_HUMAN;CBS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C9_HUMAN;KRT9;1028763.7;618716.25;1265432.2;819857.0;907471.4;2680965.0;941365.4;1342102.2
FBN1_HUMAN;FBN1;551523.75;624891.9;689169.6;493998.94;589265.1;342094.12;633006.7;261467.64
FBN2_HUMAN;FBN2;210249.98;318728.44;356067.72;370870.16;429971.38;328259.28;460799.72;456881.25
GDE_HUMAN;AGL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYH9_HUMAN;MYH9;409504.3;167427.62;267573.97;164996.45;207793.56;229386.86;261872.64;284009.06
MYH10_HUMAN;MYH10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COPB2_HUMAN;COPB2;73481.516;0.0;0.0;0.0;0.0;71893.39;0.0;59009.684
ACTN2_HUMAN;ACTN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADDA_HUMAN;ADD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BASI_HUMAN;BSG;69710.9;128890.414;133754.47;108707.78;0.0;0.0;174824.33;0.0
TIMP3_HUMAN;TIMP3;109540.78;0.0;0.0;0.0;128344.32;0.0;0.0;0.0
FUS_HUMAN;FUS;109092.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLRX1_HUMAN;GLRX;0.0;0.0;93341.11;0.0;0.0;82398.58;119665.17;137893.98
K22E_HUMAN;KRT2;937023.25;540075.56;1049674.8;647299.4;977697.1;1211797.6;864372.75;887557.25
PRS7_HUMAN;PSMC2;61366.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CH3L1_HUMAN;CHI3L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GGT5_HUMAN;GGT5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARL3_HUMAN;ARL3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MP2K2_HUMAN;MAP2K2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATE1_HUMAN;ATP6V1E1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEM6_HUMAN;CPOX;178998.72;0.0;0.0;0.0;0.0;132010.45;0.0;0.0
RL4_HUMAN;RPL4;0.0;0.0;77853.99;0.0;0.0;0.0;0.0;0.0
8ODP_HUMAN;NUDT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LONM_HUMAN;LONP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGM1_HUMAN;PGM1;85053.27;0.0;103863.68;0.0;0.0;0.0;0.0;104256.5
PP1G_HUMAN;PPP1CC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEDF_HUMAN;SERPINF1;6964359.0;3121401.8;4624526.5;3367765.2;3037680.5;4380171.0;1747106.1;5187734.0
ODO2_HUMAN;DLST;134664.94;0.0;69616.88;0.0;0.0;0.0;0.0;0.0
SRP14_HUMAN;SRP14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TAGL2_HUMAN;TAGLN2;412226.06;178946.64;171290.31;124094.8;148696.5;263370.66;211448.66;299213.22
TALDO_HUMAN;TALDO1;277024.9;159676.1;187082.83;113631.12;151667.72;170427.42;135621.38;176093.81
SYUA_HUMAN;SNCA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETFB_HUMAN;ETFB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RBMX_HUMAN;RBMX;248363.56;110512.49;110942.336;0.0;0.0;70762.91;0.0;0.0
LICH_HUMAN;LIPA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATA_HUMAN;ATP6V1A;107592.664;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GRP75_HUMAN;HSPA9;133935.61;0.0;51052.152;0.0;0.0;63611.082;0.0;89079.1
IF4A3_HUMAN;EIF4A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS19_HUMAN;RPS19;114321.9;0.0;67168.52;0.0;0.0;0.0;0.0;0.0
RL3_HUMAN;RPL3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COFA1_HUMAN;COL15A1;73650.85;112542.875;118878.72;128004.75;176259.19;108805.89;298742.84;99480.4
COIA1_HUMAN;COL18A1;220567.56;186620.56;205929.47;155996.31;269691.16;354951.7;294511.1;242501.69
AN32A_HUMAN;ANP32A;0.0;0.0;87124.125;0.0;0.0;0.0;0.0;0.0
FEN1_HUMAN;FEN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAPG_HUMAN;CAPG;361271.3;122333.29;130725.164;108059.85;157273.89;257989.47;145772.22;241880.11
CAP2_HUMAN;CAP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IL6RB_HUMAN;IL6ST;0.0;93167.12;0.0;0.0;0.0;0.0;0.0;0.0
TXLNA_HUMAN;TXLNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPZ_HUMAN;CCT6A;131931.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NNMT_HUMAN;NNMT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB10_HUMAN;PSMB10;20147.584;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL13A_HUMAN;RPL13A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STAT3_HUMAN;STAT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MDHC_HUMAN;MDH1;536646.3;269180.3;330046.53;217049.92;295910.34;483626.7;256839.06;469042.56
MDHM_HUMAN;MDH2;768045.0;306514.84;323109.28;241331.16;268797.06;334482.4;328094.4;362286.34
ECHA_HUMAN;HADHA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF2G_HUMAN;EIF2S3;64871.035;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LEP_HUMAN;LEP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
WNT5A_HUMAN;WNT5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTGDS_HUMAN;PTGDS;1669123.6;620982.56;1491431.8;176641.58;1016584.1;561379.0;600141.9;433770.25
CSK_HUMAN;CSK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GARS_HUMAN;GARS1;78375.02;0.0;0.0;0.0;0.0;79133.49;0.0;90930.96
SYIC_HUMAN;IARS1;45862.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NBL1_HUMAN;NBL1;53222.668;130040.1;91043.086;135247.47;157849.2;0.0;147242.64;83330.84
EIF1_HUMAN;EIF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ECI1_HUMAN;ECI1;84040.414;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAP2A_HUMAN;TMPO;89502.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STAT1_HUMAN;STAT1;110098.836;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STAT6_HUMAN;STAT6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MTREX_HUMAN;MTREX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AK1C3_HUMAN;AKR1C3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EPS15_HUMAN;EPS15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LPPRC_HUMAN;LRPPRC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THIM_HUMAN;ACAA2;97968.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL35_HUMAN;RPL35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDN2A_HUMAN;CDKN2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDN2C_HUMAN;CDKN2C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PCP_HUMAN;PRCP;188063.19;219049.86;295993.72;221709.92;283343.84;121336.16;310755.75;154878.6
CXCL5_HUMAN;CXCL5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDF5_HUMAN;GDF5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LIS1_HUMAN;PAFAH1B1;106282.07;0.0;107256.74;0.0;96614.86;85350.836;85945.09;127078.08
MUC18_HUMAN;MCAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATO_HUMAN;CTSO;71163.26;131137.4;102224.88;112191.875;137564.28;82144.46;141947.92;124304.09
CATK_HUMAN;CTSK;303954.66;164861.56;360664.53;120341.6;277817.88;90862.875;152340.97;104531.266
MATR3_HUMAN;MATR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BTD_HUMAN;BTD;81955.47;195380.92;160521.42;138908.67;146218.12;97469.32;154391.2;100542.945
RANG_HUMAN;RANBP1;117755.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAMPT_HUMAN;NAMPT;93499.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRS6B_HUMAN;PSMC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIC_HUMAN;PPIC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VDAC2_HUMAN;VDAC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBP5_HUMAN;USP5;77204.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RECQ1_HUMAN;RECQL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRK_HUMAN;CRK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRKL_HUMAN;CRKL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAG6_HUMAN;BAG6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NSF_HUMAN;NSF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL27A_HUMAN;RPL27A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL5_HUMAN;RPL5;183607.81;0.0;0.0;70854.77;0.0;0.0;0.0;44429.473
RL21_HUMAN;RPL21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS9_HUMAN;RPS9;0.0;0.0;74577.26;0.0;0.0;0.0;0.0;0.0
RS5_HUMAN;RPS5;56692.457;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS10_HUMAN;RPS10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MAP1B_HUMAN;MAP1B;138716.4;129624.19;162236.36;156452.14;178021.39;125646.29;162823.33;170758.45
GNPI1_HUMAN;GNPDA1;120646.59;130992.74;81022.69;0.0;0.0;193981.73;0.0;134013.78
YAP1_HUMAN;YAP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UTRN_HUMAN;UTRN;47633.27;0.0;0.0;0.0;0.0;0.0;0.0;41722.066
IQGA1_HUMAN;IQGAP1;101057.29;0.0;102038.414;0.0;0.0;95550.25;153445.52;87703.266
GLYG_HUMAN;GYG1;82426.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MSS4_HUMAN;RABIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAZA2_HUMAN;CAPZA2;72734.08;0.0;0.0;0.0;0.0;0.0;74861.87;0.0
AL1A3_HUMAN;ALDH1A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYQ_HUMAN;QARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL29_HUMAN;RPL29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LEG7_HUMAN;LGALS7;0.0;0.0;0.0;83643.914;0.0;0.0;0.0;0.0
SDF1_HUMAN;CXCL12;279776.22;87977.78;0.0;104251.04;0.0;0.0;0.0;0.0
PPCE_HUMAN;PREP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MAOX_HUMAN;ME1;89602.914;0.0;0.0;0.0;0.0;96285.86;0.0;105380.66
TFPI2_HUMAN;TFPI2;0.0;103208.14;0.0;0.0;0.0;0.0;0.0;0.0
LEPR_HUMAN;LEPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COPD_HUMAN;ARCN1;117036.33;0.0;82969.516;0.0;0.0;72113.84;0.0;0.0
LSS_HUMAN;LSS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSH1_HUMAN;GCLC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSH0_HUMAN;GCLM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSMD8_HUMAN;PSMD8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPB4_HUMAN;SERPINB4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRC2A_HUMAN;PRRC2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSHB_HUMAN;GSS;79124.46;0.0;97027.29;0.0;0.0;91608.73;0.0;94260.85
TCPE_HUMAN;CCT5;294681.94;0.0;0.0;391368.75;0.0;90137.66;0.0;0.0
NEST_HUMAN;NES;77669.44;0.0;0.0;0.0;0.0;61803.438;0.0;82446.516
