Protein.ID;Gene;Ad_c_111 MaxLFQ Intensity;Ad_c_138 MaxLFQ Intensity;Ad_c_31 MaxLFQ Intensity;Ad_c_45 MaxLFQ Intensity;Ad_dif_111 MaxLFQ Intensity;Ad_dif_138 MaxLFQ Intensity;Ad_dif_31 MaxLFQ Intensity;Ad_dif_45 MaxLFQ Intensity
ZA2G_HUMAN;AZGP1;87048.58;70984.266;0.0;66496.28;89331.23;52624.496;85862.36;60748.8
LAMA1_HUMAN;LAMA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS12_HUMAN;RPS12;0.0;0.0;0.0;0.0;54367.56;137676.42;103840.914;154995.33
DNJB1_HUMAN;DNAJB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATPA_HUMAN;ATP5F1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATS_HUMAN;CTSS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSA1_HUMAN;PSMA1;104261.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSA2_HUMAN;PSMA2;130675.6;66669.4;65403.766;72241.35;89777.61;55667.934;0.0;80893.64
PSA3_HUMAN;PSMA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSA4_HUMAN;PSMA4;79776.195;0.0;0.0;0.0;0.0;0.0;42800.883;118167.31
CO5A3_HUMAN;COL5A3;76739.04;0.0;0.0;97547.05;111735.25;43817.03;47620.188;48896.87
ITA3_HUMAN;ITGA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTX3_HUMAN;PTX3;2178590.8;311909.3;168207.44;949629.25;1513660.1;236267.06;421892.12;922910.9
MOES_HUMAN;MSN;0.0;0.0;0.0;0.0;122677.29;0.0;81435.42;151884.9
DDX6_HUMAN;DDX6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
U2AF2_HUMAN;U2AF2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL13_HUMAN;RPL13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10A4_HUMAN;S100A4;0.0;0.0;0.0;0.0;178331.44;293108.0;294900.4;297841.7
MGAT1_HUMAN;MGAT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGB2_HUMAN;HMGB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTBP1_HUMAN;PTBP1;0.0;83503.19;50613.555;51477.242;51711.14;108218.8;94771.36;129409.32
SYTC_HUMAN;TARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYVC_HUMAN;VARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF1G_HUMAN;EEF1G;0.0;0.0;0.0;0.0;0.0;90171.51;83600.13;109321.125
FKBP2_HUMAN;FKBP2;84293.61;0.0;0.0;0.0;0.0;75682.59;90092.89;109489.47
STOM_HUMAN;STOM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1433T_HUMAN;YWHAQ;0.0;0.0;0.0;0.0;45141.016;41970.336;55376.44;95366.125
MK03_HUMAN;MAPK3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DPP4_HUMAN;DPP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL10_HUMAN;RPL10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO8A1_HUMAN;COL8A1;114093.82;0.0;0.0;0.0;288788.28;135278.31;85953.914;91180.22
APEX1_HUMAN;APEX1;0.0;0.0;0.0;0.0;0.0;102516.586;116675.23;72373.305
PYR1_HUMAN;CAD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CALR_HUMAN;CALR;168924.47;0.0;0.0;0.0;0.0;0.0;0.0;90974.39
CALX_HUMAN;CANX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB8_HUMAN;PSMB8;47527.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB9_HUMAN;PSMB9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSA5_HUMAN;PSMA5;156996.64;0.0;89789.08;99685.27;114124.766;97798.45;100111.21;158430.4
PSB4_HUMAN;PSMB4;163122.53;0.0;0.0;0.0;83270.68;0.0;0.0;99282.42
PSB6_HUMAN;PSMB6;91935.15;70864.18;59949.04;77500.89;58740.973;64830.156;57359.125;101358.805
PSB5_HUMAN;PSMB5;99433.56;0.0;0.0;73769.414;70465.766;57114.39;49347.676;109171.695
GSTM2_HUMAN;GSTM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LYOX_HUMAN;LOX;112039.42;0.0;0.0;154336.47;201391.42;165561.97;137423.92;107281.664
MK01_HUMAN;MAPK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GRN_HUMAN;GRN;0.0;0.0;0.0;0.0;108264.555;101233.266;102451.52;85253.84
PTPRM_HUMAN;PTPRM;0.0;0.0;0.0;0.0;48023.543;53428.09;49219.52;63128.46
AMPL_HUMAN;LAP3;56464.473;0.0;0.0;0.0;65158.434;58486.863;46479.914;45815.83
NEC1_HUMAN;PCSK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPP2_HUMAN;TPP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IMPA1_HUMAN;IMPA1;0.0;0.0;0.0;0.0;0.0;51628.34;59917.402;53557.344
CCN2_HUMAN;CCN2;0.0;0.0;0.0;85502.484;627288.1;267683.84;261256.02;256755.98
EPHA2_HUMAN;EPHA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EPHB2_HUMAN;EPHB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RABP2_HUMAN;CRABP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TKT_HUMAN;TKT;109619.34;64985.266;127299.47;78629.01;119064.266;186796.9;217234.45;186687.38
SPB3_HUMAN;SERPINB3;88354.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMOD1_HUMAN;LMOD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PML_HUMAN;PML;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MARCS_HUMAN;MARCKS;0.0;0.0;0.0;65644.72;0.0;115638.55;93198.06;86106.15
ERP29_HUMAN;ERP29;87929.5;0.0;0.0;70698.05;0.0;33747.55;0.0;70494.78
PRDX6_HUMAN;PRDX6;122517.4;91372.51;131490.2;147831.64;280150.28;514466.47;385440.8;651110.1
BLVRB_HUMAN;BLVRB;0.0;0.0;0.0;0.0;0.0;89726.59;67657.95;52792.676
PRDX5_HUMAN;PRDX5;0.0;0.0;0.0;0.0;171087.64;405360.16;529040.75;387614.28
DOPD_HUMAN;DDT;219684.73;106117.086;107538.75;219474.17;669776.25;1401825.2;955988.56;855625.9
GFRP_HUMAN;GCHFR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRDX3_HUMAN;PRDX3;161465.17;82847.96;115385.984;121173.55;179617.98;149628.3;123089.055;132633.22
ATPD_HUMAN;ATP5F1D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL12_HUMAN;RPL12;74029.15;0.0;0.0;70645.91;49484.65;57718.92;57938.26;59825.082
ECHM_HUMAN;ECHS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KCY_HUMAN;CMPK1;0.0;0.0;0.0;0.0;0.0;62980.566;62598.69;116355.39
PEBP1_HUMAN;PEBP1;89585.77;88647.29;0.0;95953.516;225385.14;279646.5;255524.88;222710.28
PDIA3_HUMAN;PDIA3;125227.97;66154.0;0.0;72517.586;71490.07;52983.64;64094.766;88001.234
2AAA_HUMAN;PPP2R1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIF_HUMAN;PPIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NMT1_HUMAN;NMT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PURA2_HUMAN;ADSS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UFO_HUMAN;AXL;213013.17;105670.24;94070.66;150240.6;259879.88;225028.67;259715.83;127745.04
AMRP_HUMAN;LRPAP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLIP1_HUMAN;CLIP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SORCN_HUMAN;SRI;0.0;0.0;0.0;65377.86;81166.27;140687.69;117880.95;115341.39
GSTT1_HUMAN;GSTT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ILEU_HUMAN;SERPINB1;0.0;0.0;0.0;0.0;0.0;70367.22;64567.96;99319.8
LCN1_HUMAN;LCN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GDIA_HUMAN;GDI1;0.0;0.0;0.0;0.0;0.0;47949.887;0.0;66575.0
S10A7_HUMAN;S100A7;135109.0;122918.836;145103.69;120617.45;105699.11;46424.055;56207.992;63632.19
METK2_HUMAN;MAT2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDC4_HUMAN;SDC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DNJA1_HUMAN;DNAJA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3HIDH_HUMAN;HIBADH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR9_HUMAN;ATIC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRH3_HUMAN;HNRNPH3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRH1_HUMAN;HNRNPH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CASPE_HUMAN;CASP14;80727.58;52552.7;42669.957;0.0;0.0;0.0;0.0;26128.723
1433B_HUMAN;YWHAB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63833.594
STIP1_HUMAN;STIP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S10AB_HUMAN;S100A11;207545.03;121299.02;226726.22;218901.77;336186.38;671252.4;547541.56;588163.8
PRDX2_HUMAN;PRDX2;69782.02;0.0;0.0;0.0;118480.734;165798.62;162998.6;181834.6
CDD_HUMAN;CDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DCTD_HUMAN;DCTD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GBP1_HUMAN;GBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL9_HUMAN;RPL9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KINH_HUMAN;KIF5B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DUT_HUMAN;DUT;0.0;0.0;0.0;0.0;0.0;47892.0;47193.81;0.0
S10A3_HUMAN;S100A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MA1A1_HUMAN;MAN1A1;0.0;0.0;0.0;0.0;211406.11;0.0;211973.5;0.0
MCM4_HUMAN;MCM4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCM7_HUMAN;MCM7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GALNS_HUMAN;GALNS;61514.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RNAS4_HUMAN;RNASE4;0.0;61545.664;0.0;102208.336;361204.47;160703.0;306230.16;120949.95
SDC2_HUMAN;SDC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLYM_HUMAN;SHMT2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSP74_HUMAN;HSPA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46847.89
MPI_HUMAN;MPI;0.0;0.0;0.0;0.0;0.0;47314.367;46787.496;0.0
GPC1_HUMAN;GPC1;67918.02;0.0;0.0;47856.633;103410.836;97739.44;86894.5;114804.055
CTNA1_HUMAN;CTNNA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CTNB1_HUMAN;CTNNB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PHB1_HUMAN;PHB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPB6_HUMAN;SERPINB6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57489.195
RADI_HUMAN;RDX;0.0;0.0;0.0;0.0;0.0;27463.135;0.0;32403.967
RFA3_HUMAN;RPA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL22_HUMAN;RPL22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPRE_HUMAN;SPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADML_HUMAN;ADM;69053.1;0.0;0.0;95583.34;200189.86;55106.125;58926.387;82947.74
TSP2_HUMAN;THBS2;0.0;0.0;0.0;93541.45;0.0;0.0;0.0;116126.36
TSP4_HUMAN;THBS4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDUA_HUMAN;IDUA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBS_HUMAN;CBS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C9_HUMAN;KRT9;968035.7;920526.3;880822.7;524616.6;916009.06;929141.8;1135431.6;1180661.1
FBN1_HUMAN;FBN1;528493.1;435643.25;309302.22;751680.94;725101.0;358097.25;427399.7;335091.47
FBN2_HUMAN;FBN2;0.0;0.0;0.0;0.0;152563.98;48980.17;0.0;77316.77
GDE_HUMAN;AGL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYH9_HUMAN;MYH9;0.0;0.0;0.0;0.0;150550.17;92515.6;105447.266;198125.28
MYH10_HUMAN;MYH10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COPB2_HUMAN;COPB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACTN2_HUMAN;ACTN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADDA_HUMAN;ADD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BASI_HUMAN;BSG;60441.016;0.0;0.0;0.0;75961.89;0.0;0.0;0.0
TIMP3_HUMAN;TIMP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FUS_HUMAN;FUS;0.0;0.0;0.0;0.0;0.0;122683.836;103317.19;72592.664
GLRX1_HUMAN;GLRX;93615.41;92178.21;103457.62;77221.72;218029.72;425203.78;512993.28;463651.3
K22E_HUMAN;KRT2;1384498.9;766372.7;879437.5;796949.44;1660055.9;881360.1;687219.9;1072896.5
PRS7_HUMAN;PSMC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CH3L1_HUMAN;CHI3L1;241464.44;169813.16;876991.2;0.0;194212.38;196467.81;943744.06;0.0
GGT5_HUMAN;GGT5;0.0;0.0;0.0;0.0;0.0;66723.91;65323.438;65466.363
ARL3_HUMAN;ARL3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MP2K2_HUMAN;MAP2K2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATE1_HUMAN;ATP6V1E1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEM6_HUMAN;CPOX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL4_HUMAN;RPL4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8ODP_HUMAN;NUDT1;0.0;0.0;0.0;0.0;0.0;56056.746;38395.293;0.0
LONM_HUMAN;LONP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGM1_HUMAN;PGM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PP1G_HUMAN;PPP1CC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEDF_HUMAN;SERPINF1;867265.6;782566.06;705338.8;736656.56;3928703.0;2339345.8;2375313.5;1251603.5
ODO2_HUMAN;DLST;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRP14_HUMAN;SRP14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TAGL2_HUMAN;TAGLN2;75826.38;80688.164;81280.414;98262.69;212038.95;279997.66;241306.4;283018.94
TALDO_HUMAN;TALDO1;0.0;0.0;0.0;0.0;0.0;111331.42;104737.445;103674.66
SYUA_HUMAN;SNCA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETFB_HUMAN;ETFB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RBMX_HUMAN;RBMX;0.0;0.0;0.0;0.0;0.0;171812.9;138576.39;84864.97
LICH_HUMAN;LIPA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATA_HUMAN;ATP6V1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GRP75_HUMAN;HSPA9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF4A3_HUMAN;EIF4A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS19_HUMAN;RPS19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL3_HUMAN;RPL3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COFA1_HUMAN;COL15A1;271622.44;124633.03;169349.61;110950.67;110296.875;96293.195;94529.32;0.0
COIA1_HUMAN;COL18A1;371870.9;0.0;0.0;0.0;260948.19;238845.64;0.0;0.0
AN32A_HUMAN;ANP32A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FEN1_HUMAN;FEN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAPG_HUMAN;CAPG;47311.438;55128.855;61689.887;48486.312;103730.76;165820.75;186592.22;162733.94
CAP2_HUMAN;CAP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IL6RB_HUMAN;IL6ST;0.0;0.0;0.0;0.0;51200.445;0.0;0.0;0.0
TXLNA_HUMAN;TXLNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPZ_HUMAN;CCT6A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NNMT_HUMAN;NNMT;0.0;0.0;0.0;0.0;77780.81;387747.75;318445.25;198319.14
PSB10_HUMAN;PSMB10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL13A_HUMAN;RPL13A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STAT3_HUMAN;STAT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MDHC_HUMAN;MDH1;121989.625;79913.086;86280.445;101406.2;181184.08;305204.78;273372.38;358696.3
MDHM_HUMAN;MDH2;316488.25;221888.98;212787.84;207243.31;273208.3;162906.62;157149.08;195768.83
ECHA_HUMAN;HADHA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF2G_HUMAN;EIF2S3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38395.406
LEP_HUMAN;LEP;0.0;0.0;0.0;0.0;100864.77;32027.91;0.0;104681.99
WNT5A_HUMAN;WNT5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTGDS_HUMAN;PTGDS;140038.77;0.0;192110.16;0.0;290819.06;0.0;240001.36;0.0
CSK_HUMAN;CSK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GARS_HUMAN;GARS1;0.0;0.0;0.0;0.0;0.0;0.0;65946.64;68673.945
SYIC_HUMAN;IARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NBL1_HUMAN;NBL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EIF1_HUMAN;EIF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ECI1_HUMAN;ECI1;61264.12;49759.926;0.0;0.0;0.0;0.0;0.0;0.0
LAP2A_HUMAN;TMPO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STAT1_HUMAN;STAT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STAT6_HUMAN;STAT6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MTREX_HUMAN;MTREX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AK1C3_HUMAN;AKR1C3;0.0;0.0;0.0;0.0;0.0;0.0;58334.535;0.0
EPS15_HUMAN;EPS15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LPPRC_HUMAN;LRPPRC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THIM_HUMAN;ACAA2;86306.99;70872.305;0.0;0.0;0.0;0.0;0.0;0.0
RL35_HUMAN;RPL35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDN2A_HUMAN;CDKN2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDN2C_HUMAN;CDKN2C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PCP_HUMAN;PRCP;0.0;0.0;0.0;0.0;0.0;56212.082;51452.38;52791.54
CXCL5_HUMAN;CXCL5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37850.434
GDF5_HUMAN;GDF5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LIS1_HUMAN;PAFAH1B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MUC18_HUMAN;MCAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATO_HUMAN;CTSO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATK_HUMAN;CTSK;0.0;0.0;0.0;0.0;54472.523;0.0;0.0;0.0
MATR3_HUMAN;MATR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BTD_HUMAN;BTD;146746.42;68704.88;0.0;81535.58;109607.44;65686.12;80855.47;52950.555
RANG_HUMAN;RANBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAMPT_HUMAN;NAMPT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRS6B_HUMAN;PSMC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIC_HUMAN;PPIC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VDAC2_HUMAN;VDAC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBP5_HUMAN;USP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RECQ1_HUMAN;RECQL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRK_HUMAN;CRK;0.0;0.0;0.0;0.0;46869.53;107420.11;98618.67;91869.16
CRKL_HUMAN;CRKL;0.0;0.0;0.0;0.0;0.0;99707.32;73356.57;80760.02
BAG6_HUMAN;BAG6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NSF_HUMAN;NSF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL27A_HUMAN;RPL27A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL5_HUMAN;RPL5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL21_HUMAN;RPL21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS9_HUMAN;RPS9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS5_HUMAN;RPS5;0.0;0.0;0.0;0.0;0.0;40943.562;0.0;0.0
RS10_HUMAN;RPS10;0.0;0.0;0.0;0.0;0.0;51017.293;51364.695;0.0
MAP1B_HUMAN;MAP1B;0.0;0.0;0.0;0.0;117368.35;59397.215;80523.83;87622.29
GNPI1_HUMAN;GNPDA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64335.336
YAP1_HUMAN;YAP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UTRN_HUMAN;UTRN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IQGA1_HUMAN;IQGAP1;0.0;0.0;0.0;0.0;0.0;0.0;58008.215;60538.45
GLYG_HUMAN;GYG1;0.0;0.0;0.0;0.0;0.0;56606.61;55989.586;54256.605
MSS4_HUMAN;RABIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAZA2_HUMAN;CAPZA2;0.0;0.0;0.0;0.0;0.0;57995.53;55904.062;64404.977
AL1A3_HUMAN;ALDH1A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYQ_HUMAN;QARS1;0.0;0.0;0.0;0.0;0.0;207865.5;0.0;0.0
RL29_HUMAN;RPL29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LEG7_HUMAN;LGALS7;73623.31;0.0;0.0;0.0;51682.29;0.0;0.0;0.0
SDF1_HUMAN;CXCL12;0.0;0.0;0.0;0.0;75750.38;64249.07;130410.016;0.0
PPCE_HUMAN;PREP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MAOX_HUMAN;ME1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TFPI2_HUMAN;TFPI2;0.0;0.0;0.0;0.0;0.0;49001.875;38504.83;0.0
LEPR_HUMAN;LEPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COPD_HUMAN;ARCN1;0.0;0.0;0.0;0.0;63947.125;90313.81;0.0;57476.32
LSS_HUMAN;LSS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSH1_HUMAN;GCLC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSH0_HUMAN;GCLM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSMD8_HUMAN;PSMD8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPB4_HUMAN;SERPINB4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRC2A_HUMAN;PRRC2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSHB_HUMAN;GSS;0.0;0.0;0.0;0.0;0.0;56136.617;47533.746;56795.363
TCPE_HUMAN;CCT5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEST_HUMAN;NES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSP13_HUMAN;HSPA13;0.0;0.0;0.0;0.0;0.0;60781.273;64877.207;90869.15
IDHP_HUMAN;IDH2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIPNB_HUMAN;PITPNB;0.0;0.0;0.0;0.0;0.0;51819.137;0.0;77996.17
MASP1_HUMAN;MASP1;166827.05;123769.7;93381.8;80963.055;178557.83;119026.23;198072.02;51413.875
CCN3_HUMAN;CCN3;66663.234;53096.926;0.0;77809.836;0.0;0.0;0.0;0.0
MRP_HUMAN;MARCKSL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PAXI_HUMAN;PXN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AL9A1_HUMAN;ALDH9A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL34_HUMAN;RPL34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RPIA_HUMAN;RPIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMAN1_HUMAN;LMAN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NASP_HUMAN;NASP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FAS_HUMAN;FASN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FNTA_HUMAN;FNTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPG_HUMAN;CCT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EFTU_HUMAN;TUFM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AL7A1_HUMAN;ALDH7A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INPP_HUMAN;INPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
